anio,provincia,departamento,sector,ambito,localizacion,electricidadsi,electricidadredpública,electricidadgrupoelectrógeno,electricidadpanelfotovoltaicosolar,electricidadgeneradoreólico,electricidadgeneradorhidráulico,electricidadotro,equipamientoestablecimientotelevisor,equipamientoestablecimientosistemamultimediaocañón,equipamientoestablecimientoscanner,equipamientoestablecimientowebcam,equipamientoestablecimientoreproductordecd,equipamientoestablecimientoreproductordedvd,equipamientoestablecimientoimpresora,equipamientoestablecimientoequipoemisorderadioamfm,equipamientoestablecimientoequiporeceptorderadioamfm,equipamientoestablecimientoservidorparausoescolar,equipamientoestablecimientoimpresora3d,equipamientoestablecimientoequipodesonido,equipamientoestablecimientopizarrasdigitales,equipamientobibliotecatelevisor,equipamientobibliotecasistemamultimediaocañón,equipamientobibliotecascanner,equipamientobibliotecaequipamientobibliotecawebcam,equipamientobibliotecareproductordecd,equipamientobibliotecareproductordedvd,equipamientobibliotecaimpresora,equipamientobibliotecaequipoemisorderadioamfm,equipamientobibliotecaequiporeceptorderadioamfm,equipamientobibliotecaservidorparausoescolar,internettipodeserviciogratuito,internettipodeserviciopago,internettipodeconexióntelefónica,internettipodeconexiónadsl,internettipodeconexióncablemódem,internettipodeconexiónsatelital,internettipodeconexiónotrotipo,internettipodeconexiónmóvil,espaciosconconexióneneláreadeadministración,espaciosconconexiónenlasaulas,espaciosconconexiónenlabibliotecas,espaciosconconexiónenotroespaciodelestablecimiento,espaciosconconexiónenellaboratorio,cooperadoraconpersoneríajurídica,cooperadorasinpersoneríajurídica,cooperadorano,sistemadegestiónescolarsi,sistemadegestiónescolarprovistoporelministerio,sistemadegestiónescolardesarrolladoporterceros,sistemadegestiónescolarencargadoporelestablecimiento,sistemadegestiónescolarplanilladecalculo,disponedesalaolaboratoriodeinformáticasi,laboratoriofuncionaesespacioexclusivosi,bibliotecadisponedealmenosunasi,bibliotecafuncionaesespacioexclusivosi,subvenciónestataljardínmaternalsi,subvenciónestataljardíndeinfantessi,subvenciónestatalprimariasi,subvenciónestatalsecundariasi,subvenciónestatalsnusi
2019,Misiones,GENERAL MANUEL BELGRANO,Estatal,Rural,53,53,53, , , , , ,31,36,27,12,27,23,38,28, ,7,3,28,21,5,6,4,3,3,2,6,6, ,1,31,1,1,2,4,27, ,2,28,26,13,12,7,1,33,19,16,13,2,1, ,18,4,35,10, , , , , 
2019,Misiones,GENERAL MANUEL BELGRANO,Estatal,Urbano,97,97,97, , , , , ,48,55,30,18,41,36,59,37, ,13,1,34,27,13,8,6,6,10,12,9,8, ,3,49,2,1,3,6,25,16,5,46,35,15,21,11,4,46,47,30,27, ,1,2,30,13,46,21, , , , , 
2019,Misiones,GENERAL MANUEL BELGRANO,Privado,Urbano,6,6,6,2, , , , ,6,5,6, ,4,4,6,4, ,2, ,5, ,2,2,1, ,2,2,2,2, , ,1,5, , ,1,3,2, ,6,6,4,4,4,1,1,4,3,1, ,1,1,6,6,6,3, ,3,3,4, 
2019,Misiones,GUARANI,Estatal,Rural,62,62,62, , , , , ,43,45,17,9,32,27,48,26, ,11, ,33,35,13,10,4, ,9,4,10,5, ,4,28, ,1, ,1,21,5,1,21,19,8,2,6,2,49,11,15,9,1,1,4,25,9,37,17, , , , , 
2019,Misiones,GUARANI,Estatal,Urbano,138,135,135,2, , , , ,68,74,38,25,59,53,87,46, ,26,3,62,46,16,14,5, ,8,11,12,5, ,6,48,9,4,1,4,30,12,8,46,36,18,19,18,4,75,59,22,21, ,1, ,54,23,77,21, , , , , 
2019,Misiones,GUARANI,Privado,Urbano,6,6,6,1, , , , ,4,6,4,3,3,3,6,4, ,2, ,5,1, ,1, ,1,1,1,1,1, , ,2,4, , ,2,4,1, ,6,3,2,1,1,3,1,2,1,1, , , ,2, ,5,3, ,2,2,3,1
2019,Misiones,IGUAZU,Estatal,Rural,21,21,20, , , , ,1,6,7,2, ,1,3,7,1, ,3, ,2,4,1,1, , , , , , , , ,3, , , , , ,3, ,2,2, , , , ,7,14,3,3, , , ,6,2,8,4, , , , , 
2019,Misiones,IGUAZU,Estatal,Urbano,89,87,86, , , , ,1,50,54,28,20,33,36,53,29, ,15,3,51,23,12,8,3,3,9,9,7,6, ,5,27,14,5,5,16,9,10,3,38,24,15,12,17,4,44,41,35,32, ,1,2,27,17,57,22, , , , , 
2019,Misiones,IGUAZU,Privado,Urbano,21,21,21,2, , , , ,17,18,17,4,17,16,20,14, ,3, ,21,4,5,4,3,2,6,6,5,4, ,2,2,16,9,2,10,2,3,2,18,6,9,10,14,2,1,18,14,1,2,10,1,19,16,16,11,1,11,11,8,6
2019,Misiones,LEANDRO N. ALEM,Estatal,Rural,77,77,77, , , , , ,37,37,18,13,27,26,44,23, ,9, ,33,25,9,7,2,2,5,5,7,6, ,2,14,5, , ,3,12,3,1,19,8,3,2,2,3,48,26,22,20, , ,2,18,9,36,12, , , , , 
2019,Misiones,LEANDRO N. ALEM,Estatal,Urbano,40,40,40, , , , , ,25,26,12,7,20,20,27,14, ,8, ,24,14,6,5,2, ,4,4,5,1, ,3,9,6,1,3,10,3,2,1,15,7,5,7,7,5,24,11,16,15,1, , ,13,9,20,10, , , , , 
2019,Misiones,LEANDRO N. ALEM,Privado,Urbano,6,6,6, , , , , ,4,4,6,3,5,6,6,2, ,1, ,3, ,4,1, ,1,1,1, ,1, , ,1,4, , ,4,1, , ,5,4,4,3,4, ,1,5,4,1,1,1,1,5,5,5,4, ,2,2,3,2
2019,Misiones,LIBERTADOR GRL SAN MARTIN,Estatal,Rural,35,34,33, ,1, , , ,19,23,10,4,16,15,25,13, ,7, ,18,16,7,7,2,2,5,6,8,4, ,1,10,2,1, ,2,6,2,1,10,6,3,1,3,2,14,19,10,7,1, ,2,10,5,17,12, , , , , 
2019,Misiones,LIBERTADOR GRL SAN MARTIN,Estatal,Urbano,50,50,49, , , , ,1,29,32,18,6,22,20,31,16, ,10,3,27,16,5,2, , ,2,3,1,1, ,2,15,6,8,1,6,5,2, ,19,5,4,6,8,1,25,24,16,13, ,1,2,21,10,29,13, , , , , 
2019,Misiones,LIBERTADOR GRL SAN MARTIN,Privado,Rural,6,5,5,1, , , , ,4,3,3, ,4,2,3,3, , ,1,4, ,1,1, , ,1,1, ,1, , ,1,2,1, ,1, ,1, ,3, ,1, ,1, ,2,4,3, ,2,1, ,2,2,4,2, ,5,5,1, 
2019,Misiones,LIBERTADOR GRL SAN MARTIN,Privado,Urbano,11,11,11, , , , , ,8,10,8,2,9,7,10,6, ,2, ,8,2,2,3,3, ,4,2,6,4, ,1,1,8,4,5,1, , ,1,9,7,7,5,6,1,1,9,4, ,2,2, ,9,8,9,5, ,6,6,4,3
2019,Misiones,MONTECARLO,Estatal,Rural,21,20,20, , , , , ,15,14,10,9,12,10,19,10, ,2, ,12,10,1,1, ,1, , ,2,2, , ,5, , , , ,4, ,1,4,5,2,3,1,1,9,11,5,5, , , ,8,2,15,7, , , , , 
2019,Misiones,MONTECARLO,Estatal,Urbano,30,28,28, , , , , ,21,18,13,6,17,12,22,15, ,5, ,19,10,4,3,1,1,4,3,3,3, ,1,11,2,4,1,1,8,2,1,13,10,9,9,8,2,17,11,8,6, , ,2,9,8,20,13, , , , , 
2019,Misiones,MONTECARLO,Privado,Urbano,8,8,8, , , , , ,7,6,5,3,6,6,7,4, , , ,6,1,3,3,3,2,3,3,4, , , ,2,4,1,1,1,1,1,1,5,2,3,1,5,2, ,6,3, , , ,3,6,6,6,6, ,5,4,4,2
2019,Misiones,OBERA,Estatal,Rural,102,102,101, , , , ,1,58,67,39,23,40,35,67,40, ,20,1,58,44,16,13,4,6,12,11,8,7, ,5,29,2, ,1,6,19,5, ,26,24,22,17,16,5,61,36,34,20,2, ,12,32,17,65,20, , , , , 
2019,Misiones,OBERA,Estatal,Urbano,128,128,127, , , , ,1,52,56,27,9,46,41,62,33, ,15,2,56,23,14,11,4,2,10,12,12,5, ,4,45,7,10,4,11,29,5,1,50,42,26,26,17,7,62,59,31,25,1,1,4,29,17,67,35, , , , , 
2019,Misiones,OBERA,Privado,Urbano,11,11,11, , , , , ,8,11,11,6,10,10,11,5, ,2, ,9,2,1,1,3,2,4,3,3,2, , ,1,10,4,6,2,2, , ,11,8,8,9,8,2, ,9,8,1, ,5,2,10,8,10,7, ,4,4,5,6
2019,Misiones,SAN IGNACIO,Estatal,Rural,38,38,38, , , , , ,19,29,15,8,15,9,33,17, ,1,1,25,13,6,8,1,2,2,3,5,2, , ,13,1, , , ,12,1,1,11,13,5,7,5,2,28,8,11,8, ,1,2,12,3,25,7, , , , , 
2019,Misiones,SAN IGNACIO,Estatal,Urbano,85,85,85, , , , , ,55,51,23,13,40,38,58,36, ,14,1,55,26,9,12,4,2,8,6,7,6, ,2,29,3,5,4,5,16,5,4,31,26,20,23,19,3,36,46,14,12, , ,2,26,17,50,24, , , , , 
2019,Misiones,SAN IGNACIO,Privado,Rural,5,5,5,2, , , , ,4,4,3, ,2,3,4,2, ,2, ,2, ,2,1, , ,1,2,1,2, ,1,2,1, , , ,2,1, ,3,1,1, , ,2, ,3,3,2, ,1, ,2, ,4,3, ,3,3,2, 
2019,Misiones,SAN IGNACIO,Privado,Urbano,8,7,7, , , , , ,6,7,3,1,5,5,5,3, ,1, ,5, ,2,4,1,1,3,4,2,2, , , ,5,3,1, , ,1, ,5,1,1,1,3, ,1,7,5,1,1,2,1,5,5,6,4, ,4,6,4,1
2019,Misiones,SAN JAVIER,Estatal,Rural,39,39,39, , , , , ,26,29,17,12,18,16,33,22, ,5,1,28,21,2,2, , ,1, ,1, , , ,6,1, ,1,1,3,1,1,7,7,3,4,3,2,26,11,17,15,1, ,1,10,8,30,8, , , , , 
2019,Misiones,SAN JAVIER,Estatal,Urbano,15,15,15,1, , , , ,10,11,7,2,8,4,11,8, ,4,1,11,4,2,3,1,1,2,1,2,2, ,1,4,4, , ,4,3,1,1,7,8,4,5,4,1,6,8,9,9, , , ,5,3,12,6, , , , , 
2019,Misiones,SAN PEDRO,Estatal,Rural,40,37,37,1, , , , ,23,28,15,10,21,16,31,16, ,3,1,23,17,4,4,3,2,4,4,5,4, , ,10,1, , ,2,5,5,1,8,8,1,4,1,1,26,13,7,6, , ,1,11,3,25,6, , , , , 
2019,Misiones,SAN PEDRO,Estatal,Urbano,70,69,68,2, , , , ,29,42,19,11,22,13,51,17, ,6, ,30,23,5,8,2,2,5,3,9,2, ,1,21,7, ,1,3,15,8,2,20,17,5,8,5,2,35,33,14,8,4, ,2,20,7,46,11, , , , , 
2019,Neuquén,ÑORQUIN,Estatal,Rural,17,17,15,1,2, , , ,15,13,8,5,12,12,16,10, ,7, ,10,3,4,2,1, ,3,2,4,1, ,2,12,3,3, , ,13, , ,13,2,4,6,2, ,1,16,17,17, , , ,8,5,10,5, , , , , 
2019,Neuquén,AÑELO,Estatal,Urbano,13,13,13,1, , , , ,10,10,5,4,6,6,10,3, ,1, ,8,2,3,5,2,2,1,1,3, , ,1,12, ,3,2,7,1, , ,12,1,3,1,2,1, ,12,13,13, , , ,4,4,7,7, , , , , 
2019,Neuquén,ALUMINE,Estatal,Rural,14,14,14,1, , , , ,13,10,5,2,7,7,13,7, ,1, ,10,5, ,1, , , , , , , , ,9,1, ,1,2,6,1, ,9,1,2,2, , , ,14,14,14, , , ,4,1,5,3, , , , , 
2019,Neuquén,CATAN LIL,Estatal,Rural,13,13,6,7,8, , , ,12,12,3,6,9,10,12,7, ,4, ,8,7,1,2, , ,2,2,1,2, , ,6,2,2, ,1,6, , ,7,2, ,1, , , ,13,13,13, , , ,4,1,9,3, , , , , 
2019,Neuquén,CHOS MALAL,Estatal,Rural,13,13,12,2,1, , , ,13,12,7,1,9,8,12,9, ,2, ,9,6,3,4,2, , , ,2, , , ,9, ,1,1,2,5,1, ,8,5,3,2,1, ,3,10,13,13, , , ,4,1,12,5, , , , , 
2019,Neuquén,CHOS MALAL,Estatal,Urbano,13,13,13, , , , , ,12,12,6, ,7,7,12,9, ,2,1,10,3,5,2,1, ,4,6,2,4, ,1,9,2,7,2,4, ,2, ,10, ,3,5,2,3,1,9,13,13, , , ,5,2,12,10, , , , , 
2019,Neuquén,COLLON CURA,Estatal,Rural,6,6,1,5,3, , , ,6,4,2,1,3,1,4,1, ,2,1,4,2,1,1, , , , ,1, , , ,4, ,1, , ,3, ,1, ,1,1,3, , , ,6,6,6, , , ,2,1,2,1, , , , , 
2019,Neuquén,CONFLUENCIA,Estatal,Rural,12,12,11,1, , , , ,11,11,2,1,8,5,11,9, ,2, ,9,3,2,3, , ,2, ,2,2, , ,9, ,2,1,3,1,2,1,8,2,1,3,3, , ,12,12,12, , , ,5,1,9,4, , , , , 
2019,Neuquén,CONFLUENCIA,Estatal,Urbano,216,216,216, , , , ,2,180,203,112,44,133,127,208,127, ,44,5,196,54,78,76,21,12,54,61,53,43, ,16,188,13,121,27,94,11,14,10,199,61,86,67,61,12,19,185,215,214, ,1, ,111,69,191,155, , , , , 
2019,Neuquén,CONFLUENCIA,Privado,Urbano,99,99,99,2, , , ,1,73,89,71,45,76,70,96,63, ,18,6,94,17,19,29,13,11,27,24,27,15, ,5,7,87,43,14,46,4,13,14,94,59,45,59,49,5,4,90,99,83,12,4, ,51,41,73,38,1,19,17,15,4
2019,Neuquén,Enmascarado,Estatal,Rural,6,6,4,2,1, , , ,5,6,3,2,2,5,6,1, ,4, ,6,1, , , , , , , , , , ,5, , , , ,5, , ,5,1, ,1,1,1, ,5,6,6, , , ,3,1,5,3, , , , , 
2019,Neuquén,Enmascarado,Estatal,Urbano,26,26,26, , , , , ,22,20,11,5,14,16,22,15, ,6, ,21,3,13,10,3,3,6,8,5,5, ,3,10,9,2,2,12,3,2,1,19,3,5,2,3,1,1,24,25,25, , , ,11,5,19,16, , , , , 
2019,Neuquén,Enmascarado,Privado,Rural,5,5,5, , , , , ,4,3,4,3,3,4,5, , , , ,3,1, ,1,1,1,1,1,1, , , ,1,3, ,1,1,1, ,2,4,3,1,2,1, , ,5,5,5, , , ,1,1,2,1, ,1,1,2, 
2019,Neuquén,Enmascarado,Privado,Urbano,18,18,18,1, , , , ,11,14,11,6,12,11,14,12, ,5, ,15, ,6,5, ,2,5,5,2,3, ,3,2,13,7,4,3, ,2,3,15,7,5,8,7,1, ,17,17,15,2, , ,9,8,11,6, ,4,3,4, 
2019,Neuquén,HUILICHES,Estatal,Rural,15,15,14,1,1, , , ,12,11,7,5,10,6,13,8, ,4,1,9,5,1,2,2,1,2,2,2, , , ,9, ,4, ,1,5,1, ,7,3,1,4,1, ,2,13,15,15, , , ,5,3,9,4, , , , , 
2019,Neuquén,HUILICHES,Estatal,Urbano,10,10,10, , , , , ,9,9,8,5,7,8,9,7, ,5, ,8,5,6,3,2,3,4,4,5,4, ,3,9, ,4,2,5, , ,1,9,3,5,2,3, ,5,5,9,9, , , ,5,3,9,9, , , , , 
2019,Neuquén,HUILICHES,Privado,Urbano,5,5,5, , , , , ,5,3,5,1,5,5,5,4, ,1, ,4, ,5,3,2,1,4,5,4,1, , , ,5,1,3,2,1, ,1,4,1,4,4,3,1, ,4,5,5, , , ,4,2,5,4, ,1,3,2, 
2019,Neuquén,LACAR,Estatal,Rural,8,8,7,1,1, , , ,8,5,5,1,7,5,8,5, ,4, ,6,2,1, , , ,1, , ,1, , ,5, ,2, , ,4, , ,5,3,1,1, , , ,8,8,8, , , ,4, ,5,3, , , , , 
2019,Neuquén,LACAR,Estatal,Urbano,24,24,24, , , , , ,20,21,16,4,12,9,21,17, ,7, ,19,6,7,7,5,2,7,7,7,5, ,3,22,1,16,5,9,1, , ,20,11,16,10,7,2,4,18,24,24, , , ,15,9,21,19, , , , , 
2019,Neuquén,LACAR,Privado,Urbano,12,12,12,3, , , , ,11,11,9,8,11,10,12,10, ,5, ,12,1,3,4,1, ,4,3,2,4, , ,6,6,6,2,8, , , ,12,10,7,7,5, , ,12,12,12, , , ,5,5,10,7,1,4,4,2, 
2019,Neuquén,LONCOPUE,Estatal,Rural,9,9,4,5,4, , , ,9,8,5,3,5,7,9,3, ,5, ,7,1, ,1, , , , ,1, , , ,8, ,2, , ,8, , ,8,3,2,1, , ,1,8,9,9, , , ,2,1,6,3, , , , , 
2019,Neuquén,LOS LAGOS,Estatal,Urbano,11,11,11, , , , , ,9,10,6,3,7,6,11,5, ,5, ,10,4,3,1, , , , ,2,1, ,1,6,4,4,2,4, ,1,4,10,4,4,5,2,4,4,3,11,11, , , ,3,3,8,8, , , , , 
2019,Neuquén,MINAS,Estatal,Rural,22,22,21, ,1, , , ,17,21,17,6,12,10,21,11, ,6, ,14,7,4,3,1, ,2, ,4,2, , ,15, ,2,2,4,7,2,1,13,5,3,4,3,1,2,19,22,22, , , ,9,4,15,9, , , , , 
2019,Neuquén,PEHUENCHES,Estatal,Rural,8,8,5,2,2, , ,1,8,7,1,1,4,4,7,5, ,2, ,4,2, , , , , , , , , , ,6, ,1, ,1,3,1, ,5,1, ,3, ,1, ,7,8,8, , , ,2, ,5,3, , , , , 
2019,Neuquén,PEHUENCHES,Estatal,Urbano,17,17,17, , , , , ,14,15,9,5,9,8,15,11, ,5, ,13,1,5,6,2,2,3,5,4,4, ,1,8,3,8, ,1, ,2, ,11, ,2,1, , ,5,12,16,16, , , ,10,3,11,7, , , , , 
2019,Neuquén,PICUN LEUFU,Estatal,Rural,5,5,5, , , , , ,4,4,3,1,3,4,4,1, ,2, ,2,1,1,1,1, , , ,1, , , ,4, , ,2,1,2, , ,4,2,1, , , , ,5,5,5, , , ,1, ,3,1, , , , , 
2019,Neuquén,PICUN LEUFU,Estatal,Urbano,6,6,6, , , , , ,5,6,3,1,3,1,6,2, , , ,5,3, , ,1, ,2,1,1,1, , ,4,1,1,2,1, ,1, ,5,1,2,2, ,1, ,5,5,5, , , ,1, ,4,3, , , , , 
2019,Neuquén,PICUNCHES,Estatal,Rural,10,10,10, , , , , ,9,9,2,1,6,8,9,6, ,4,2,5,3,2,2, , ,2,3, ,1, , ,6, , , , ,6, , ,5,3,2, ,1, , ,10,10,10, , , ,2,1,6,4, , , , , 
2019,Neuquén,ZAPALA,Estatal,Rural,15,15,11,4,4, , , ,15,14,8,7,10,8,15,9, ,4, ,13,3,3,2,2, ,2,2,2,1, , ,9, ,4,1,1,4,1, ,8,1,1,1,2,1,1,13,15,15, , , ,6,1,12,3, , , , , 
2019,Neuquén,ZAPALA,Estatal,Urbano,26,26,26, , , , , ,24,25,12,3,19,19,24,16, ,6,1,22,6,11,6,2,1,7,8,5,6, ,2,21,4,17,2,9,1,1, ,24,3,10,7,8,1,3,22,26,26, , , ,14,9,24,21, , , , , 
2019,Río Negro,25 DE MAYO,Estatal,Rural,9,9,6,2,1, , ,2,7,9,5,4,3,4,9,4, ,6, ,7,2,4,4,1,2,1,2,3,1, ,3,9, , , ,2,7,1, ,7,7,4,4,4, ,1,8,8,8, , , ,5,3,7,4, , , , , 
2019,Río Negro,25 DE MAYO,Estatal,Urbano,22,22,22, , , , , ,15,19,16,12,15,16,22,10, ,1, ,15,9,6,5,4,3,4,5,3,1, ,1,22, ,11,1,4,8,3, ,22,4,8,7,12,1,5,16,19,19, , , ,13,12,16,10, , , , , 
2019,Río Negro,9 DE JULIO,Estatal,Rural,18,18,18,1, , , , ,10,16,6,5,9,9,17,8, ,6, ,11,6,1,3, ,2,1,2,1,2, , ,17,1,2,1,3,14, , ,15,11,2,6,3, ,1,17,13,13, , , ,9,5,11,4, , , , , 
2019,Río Negro,ÑORQUINCO,Estatal,Rural,11,11,8,4,3, , , ,9,10,6,6,5,6,11,4, ,9, ,9,4,2,3,1,1,1,2,1, , ,2,11, , , ,2,11, , ,10,9,3,4,5, , ,11,11,11, , , ,5, ,9,3, , , , , 
2019,Río Negro,ADOLFO ALSINA,Estatal,Rural,10,10,10, , , , , ,8,9,8,4,5,8,9,5, ,3, ,8,6,6,4,1,2,4,5,2,4, ,3,9, ,1,1,5,2,1, ,9,4,6,3,5,1,1,8,8,8, , , ,8,4,10,6, , , , , 
2019,Río Negro,ADOLFO ALSINA,Estatal,Urbano,60,60,60, , , , , ,48,43,23,13,37,35,57,31, ,8, ,52,19,16,14,4,6,11,13,8,9, ,3,55,3,46,10,10,6,14, ,57,32,26,28,29,6,4,50,56,56, , , ,29,19,51,31, , , , , 
2019,Río Negro,ADOLFO ALSINA,Privado,Urbano,26,26,26,1, , , , ,16,18,13,7,12,8,24,9, ,3,1,21,3,4,1,1, ,2, ,4,1, ,1,2,23,10,1,12, ,6, ,25,12,5,12,7,4, ,22,26,24,2, , ,9,9,13,7,5,11,8,6, 
2019,Río Negro,AVELLANEDA,Estatal,Rural,13,13,13, , , , , ,13,12,9,5,11,9,13,8, ,3, ,12,7,4,3,1,1,2,3,1,2, ,1,12,1, ,4,6,5, ,1,12,10,6,6,5, ,1,12,13,13, , , ,4,2,12,3, , , , , 
2019,Río Negro,AVELLANEDA,Estatal,Urbano,39,39,39, , , , , ,34,38,29,13,24,17,38,21, ,11, ,38,16,18,19,10,5,12,9,15,7, ,7,38,1,11,3,26,4,4,3,38,26,19,25,18,3,5,31,38,36,2, , ,23,13,34,21, , , , , 
2019,Río Negro,AVELLANEDA,Privado,Urbano,8,8,8, , , , , ,5,7,4,1,6,6,8,1, , , ,7, ,1,2, , ,2,2,2,1, , , ,8,3,2,3, , ,1,8,1,3,1,3, ,1,7,7,5,2, , ,2,2,7,6, ,3,4,2, 
2019,Río Negro,BARILOCHE,Estatal,Rural,18,18,18, , , , , ,16,17,12,7,9,9,18,14, ,5, ,15,10,4,3, , ,1,2,1, , , ,15,1,6,2,1,5,3,1,14,7,3,7,3,1,4,13,18,18, , , ,10,4,13,7, , , , , 
2019,Río Negro,BARILOCHE,Estatal,Urbano,84,84,84, , , , , ,63,74,47,28,62,51,82,36, ,26,2,74,33,20,12,3,4,14,15,7,7, ,3,79,3,43,33,16,4,8,4,81,42,35,33,41,4,19,61,82,80,2, , ,44,36,69,51, , , , , 
2019,Río Negro,BARILOCHE,Privado,Urbano,54,54,54,3, , , , ,40,46,46,25,45,38,52,39, ,11,4,50,9,15,15,10,6,19,18,13,11, ,3,2,50,21,16,20,1,6,3,51,32,23,36,37, ,1,53,53,48,4,1, ,39,34,37,26,4,11,8,10, 
2019,Río Negro,CONESA,Estatal,Urbano,8,8,8, , , , , ,8,6,5,2,6,6,8,4, ,1, ,5,2,3,3,1, ,2,1,1, , , ,8, ,3,1,2, ,2, ,8,3,4,5,4, ,3,5,8,8, , , ,7,3,6,3, , , , , 
2019,Río Negro,EL CUY,Estatal,Rural,13,13,8,4,1, , ,1,10,13,7,6,4,8,13,4, ,7, ,12,5,2,3,1,2, ,2,3, , , ,12,1, , ,2,12, , ,6,8, ,6,3, , ,13,12,12, , , ,7,6,9,3, , , , , 
2019,Río Negro,Enmascarado,Estatal,Rural,14,14,14,1, , , , ,13,11,12,9,12,13,12,5, ,7, ,13,10,3,5,3,2,4,3,4,2, , ,13, ,1,5,1,6, , ,13,7,7,5,5, ,8,6,13,13, , , ,10,3,13,5, , , , , 
2019,Río Negro,Enmascarado,Estatal,Urbano,8,8,8, , , ,1, ,7,7,4, ,7,5,8,6, ,1, ,7,2,1,1,1, , ,1,1, , , ,8, , ,1,2,4,1, ,8, ,1,2, , ,4,4,8,8, , , ,2, ,7,2, , , , , 
2019,Río Negro,Enmascarado,Privado,Urbano,8,8,8, , , , , ,3,7,5,1,4,3,8, , , , ,7, , , , , ,1, ,1, , , ,1,6,6, , ,1, , ,7,4,4,3,4, ,1,7,7,7, , , ,3,3,6,2, ,2,2,1, 
2019,Río Negro,GENERAL ROCA,Estatal,Rural,40,40,40, , , , , ,31,36,16,15,20,21,38,14, ,6, ,36,24,7,8,1,3,6,6,6,1, ,1,33, ,5,5,5,17,5, ,29,13,7,8,8, ,1,39,35,35, , , ,19,9,24,5, , , , , 
2019,Río Negro,GENERAL ROCA,Estatal,Urbano,249,249,249, ,1, , ,1,205,199,127,79,158,156,229,125, ,53,8,221,97,79,63,22,18,52,54,43,33, ,16,224,9,130,46,62,19,14,9,232,83,91,90,96,5,46,198,228,226,2, , ,118,85,186,119, , , , , 
2019,Río Negro,GENERAL ROCA,Privado,Urbano,89,89,89, , , , , ,74,82,60,38,69,64,86,44, ,22,2,77,10,24,23,17,8,26,22,25,13, ,6,3,84,36,14,40,8,4,3,87,51,38,51,49,2, ,87,86,77,6,2,1,55,45,61,42,3,23,22,16, 
2019,Río Negro,PICHI MAHUIDA,Estatal,Urbano,14,14,14, , , , , ,13,13,9,8,12,14,14,9, ,7,1,13,6,4,4,3,2,4,4,5,2, ,2,13, ,9,3,3,2, ,1,13,9,6,9,6, ,1,13,13,13, , , ,6,5,10,6, , , , , 
2019,Río Negro,PILCANIYEU,Estatal,Rural,21,21,15,6,1, , , ,18,20,13,7,11,17,21,8, ,11, ,18,11,8,7,2,2,3,6,4,3, ,3,21, ,3,2,2,14, ,1,18,11,9,12,5, ,3,18,20,20, , , ,12,3,17,10, , , , , 
2019,Río Negro,SAN ANTONIO,Estatal,Urbano,30,30,30, , , , , ,28,26,19,11,21,18,30,17, ,6,1,28,18,18,10,5,3,8,9,6,4, ,3,29,1,15,3,8,4,1, ,30,14,16,14,14,2,8,20,30,30, , , ,19,13,28,17, , , , , 
2019,Río Negro,VALCHETA,Estatal,Rural,9,9,8,1, , , , ,7,9,6,1,4,6,9,4, ,7, ,9,4, ,5,1,1,2,2,2, , ,3,9, , , , ,8,2,1,8,8,5,7,3, , ,9,9,9, , , ,4, ,7,3, , , , , 
2019,Salta,ANTA,Estatal,Rural,47,46,33,5,11, ,1, ,37,26,11,12,28,27,40,13, ,15,1,37,20,7,3,1,1,2,4,4, , ,2,8,2, , ,2,7,1, ,6,7, ,2,1,1,33,13,4,3, , ,1,15, ,21,5, , , , , 
2019,Salta,ANTA,Estatal,Urbano,37,36,30,4,6, , , ,31,24,13,5,13,14,32,10, ,7,5,32,15,10,7,1,2,4,3,4,3, , ,7,9,1,1,11,3, ,1,16,1,2,4,4, ,22,15,11,7, ,2,2,17,9,26,14, , , , , 
2019,Salta,CACHI,Estatal,Rural,19,19,15, ,4,1, , ,18,16,7,4,12,14,18,11, ,8, ,13,9,4,2,1, ,3,4,2,1, , ,7, , , , ,7, , ,4,4,5,5,3, ,14,5,1, ,1, , ,8,4,14,7, , , , , 
2019,Salta,CAFAYATE,Estatal,Rural,5,5,4, ,1, , , ,4,5,1,1,2,4,5,2, , , ,5,5,1,1, ,1, , ,1, , , ,3, , , , ,3, , ,1,2,1,1, , ,5, ,3,3, , , ,3,1,5,2, , , , , 
2019,Salta,CAFAYATE,Estatal,Urbano,12,11,11, , , , , ,11,9,4,4,8,8,11,6, , ,1,9,4,2,3, , ,1,1,1,1, , ,4,4, ,4,1,2,1, ,8,5,1,2,2,1,3,8,9,6,1, ,2,6,4,10,7, , , , , 
2019,Salta,CAPITAL,Estatal,Rural,9,9,8, ,1, , , ,5,8,4,2,5,4,8,3, ,2, ,7,2,1,1,1, ,1,1,1, , ,1,2, ,1, , ,1, , ,1,1,1,2, , ,8,1,2,2, , , ,2, ,7, , , , , , 
2019,Salta,CAPITAL,Estatal,Urbano,186,186,186,1,1,1, ,1,168,150,81,42,132,134,169,72, ,35,12,167,58,73,43,12,8,43,48,35,26, ,8,133,20,55,21,87,12,28,14,149,87,74,67,82,5,92,89,106,82,8,5,11,100,78,160,120, , , , , 
2019,Salta,CAPITAL,Privado,Urbano,94,94,94,1, , , , ,77,86,72,46,82,81,93,56, ,20,2,88,17,27,39,19,15,37,33,34,22, ,3,3,90,38,22,58,2,6,21,93,62,49,60,45,3,1,90,66,32,19,11,4,54,42,83,50, ,27,34,45,8
