provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngratuitaDesayuno;BeneficiariosdealimentacióngratuitaAlmuerzo;BeneficiariosdealimentacióngratuitaRefrigerio;BeneficiariosdealimentacióngratuitaMerienda;BeneficiariosdealimentacióngratuitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Santa Fe;LAS COLONIAS;Privado;Urbano;22; ; ; ; ; ; ; ; ; ; ; ; ;423; ; ; ; ; ; ; ;1921; ; ; ; ; ;97; ;83; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ;2; ;1; ; ; ; ; ;2;5;2; ;7;2;1; ; ; ; ; ; ; ;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ;81; ; ;396; ;4;6;9;2;1;0; ; ; ;5; ;6;5;4; ;6;4;5; ;3;8;2; ;4;4;19;28;9;8;10; ; ; 
Santa Fe;ROSARIO;Estatal;Rural;22; ;1; ; ; ; ; ; ; ; ; ; ;617; ; ; ; ; ; ; ;378; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3;2; ; ; ; ; ; ; ;1;2; ; ;2;2; ; ; ; ; ; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;694;663; ;936; ;5;15;6; ;7;0; ; ;176;6; ;8;6;9; ;10;8;6; ; ;6; ; ;2;14; ;8;4; ;6; ; ; 
Santa Fe;ROSARIO;Estatal;Urbano;439;327;903;309;18;51; ; ; ; ; ; ; ;46563; ; ; ; ; ;1267; ;35016;779; ;1; ; ;10381; ;1086;586;59; ;2;119;111; ;11;15;1;13;1;20;12; ;31;6;7; ; ;90;64;8;48;2;269;107;4;106;84;108;4;1;52;28;6;35;8;340;125;2;29;100;83;3; ;5;10;17;15;1;32;47;5;14;34;20;1;2;54799;41698; ;51972;1018;138;184;115;26;855;22; ;371;4661;180; ;179;181;181; ;178;175;108; ;90;114;95;1;188;877;43;759;179;25;281; ; ;42
Santa Fe;ROSARIO;Privado;Urbano;337;51;168;63;2;5391; ; ;391; ; ; ; ;18743; ; ;1945; ;137;277; ;32131; ; ;267; ; ;1168; ;529;11;201;16; ;1;34; ;1;9;4;5; ;5;2; ;13;10;28;2;3;3;35;8;13;2;39;16;6;31;72;175;8;6;8;41;7;11;5;49;41;14;14;141;170;4;7;4;11;7;19; ;16;22;6;11;21;7;5;2;12081;5241; ;8320; ;52;124;112;49;190;0; ;648;1691;114; ;91;116;111; ;91;110;110; ;32;117; ;28;93;26;508;206;12;106;170; ; ;13
Santa Fe;SAN CRISTOBAL;Estatal;Rural;110; ;1; ; ; ; ; ; ; ; ; ; ;1136; ; ; ; ; ; ; ;1009; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2637;1734; ;1439;111;28;82;22; ;9;0; ;200;342;64; ;22;66;69; ;23;73;19; ;2;20;4; ;17;37; ;38;18; ;9; ; ; 
Santa Fe;SAN CRISTOBAL;Estatal;Urbano;54; ;4; ; ; ; ; ; ; ; ; ; ;2955; ; ; ; ; ; ; ;3702; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ;1; ;1;1; ; ; ;1;1; ;4; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;5633;4034; ;4823;160;14;23;16;2;16;0; ;900;811;19; ;15;19;19; ;14;20;12; ;1;17;5; ;12;116; ;48;66; ;50; ; ; 
Santa Fe;SAN CRISTOBAL;Privado;Urbano;15; ; ; ; ; ; ; ; ; ; ; ; ;644; ; ; ; ; ; ; ;938; ; ; ; ; ; ; ;36; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ;3; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;221;350; ;325; ;2;5;5;4;3;0; ; ; ;3; ;5;3;2; ;5;2;5; ;1;5;2; ;5;14; ;8;4; ;5; ; ; 
Santa Fe;SAN JAVIER;Estatal;Rural;34;19;25;17; ; ; ; ; ; ; ; ; ;408; ; ; ; ; ; ; ;241; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;856;1291; ;494;14;6;29;4; ;6;0; ;64;60;16; ;11;17;21; ;9;22;3; ;2;3;1; ;2;11; ;5;4; ;4; ; ; 
Santa Fe;SAN JAVIER;Estatal;Urbano;21; ;2;6;3; ; ; ; ; ; ; ; ;1080; ; ; ; ; ; ; ;1559; ; ; ; ; ;259; ; ; ; ; ; ;14; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2067;2826; ;1721; ;5;8;6;1;20;0; ;89; ;7; ;4;7;7; ;5;8;6; ;4;6;3;2;5;20;5;10;29;5;18; ; ; 
Santa Fe;SAN JAVIER;Privado;Urbano;7; ; ; ;3; ; ; ; ; ; ; ; ;103; ; ; ; ; ; ; ;525; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;178;238; ;723; ;2;3;2;1;4;0; ; ; ;2; ;3;2;2; ;3;2;2; ; ;2;1;1;3;2;8;7;5; ;10; ; ; 
Santa Fe;SAN JERONIMO;Estatal;Rural;52; ;2;1; ; ; ; ; ; ; ; ; ;1242; ; ; ; ; ; ; ;1054; ; ; ; ; ;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1868;1111; ;1534; ;14;37;10; ;10;1; ; ;86;27; ;13;28;32; ;16;31;8; ;2;8; ; ;3;32; ;22;13; ;14; ; ; 
Santa Fe;SAN JERONIMO;Estatal;Urbano;53;4;3;1; ; ; ; ; ; ; ; ; ;3342; ; ; ; ; ;132; ;3331;34; ; ; ; ;689; ;4; ; ; ; ;9; ; ;1; ;2; ; ; ; ; ; ; ;1; ; ;9; ; ;3; ;3; ;1; ; ;8; ; ; ;2;2;1;1;1; ;1; ;3;3;1;1; ;1; ; ; ;1; ; ; ; ; ; ;1;4375;2048; ;4238;1;13;23;12;4;27;0; ; ;234;17; ;18;17;21; ;22;19;10; ;6;13;4; ;13;77; ;66;30; ;39; ; ;1
Santa Fe;SAN JERONIMO;Privado;Urbano;8; ;1;2; ; ; ; ; ; ; ; ; ;198; ; ; ; ; ; ; ;849; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;406;202; ;251; ;1;3;3;1;2;0; ; ; ;3; ;2;3;3; ;2;3;2; ;2;2;2; ;3;12;1;1;2; ;9; ; ; 
Santa Fe;SAN JUSTO;Estatal;Rural;56;61;86;132; ; ; ; ; ; ; ; ; ;791; ; ; ; ; ; ; ;737; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1761;1963; ;1132;88;15;42;7; ;3;0; ;582;64;26; ;8;27;34; ;5;40;4; ;3;5; ; ;8;28; ;15;25; ;5; ; ; 
Santa Fe;SAN JUSTO;Estatal;Urbano;23; ;4;11;4; ; ; ;66; ; ; ; ;1811; ; ; ; ; ; ; ;1254; ; ; ; ; ;875; ;100; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;1;1; ; ; ; ; ; ; ; ;1;1; ;1; ;1; ;1; ;1; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2484;2711; ;2067;118;9;7;5;3;13;0; ; ;233;10; ;11;10;7; ;5;7;2; ;2;5;1; ;7;55; ;22;25; ;30; ; ; 
Santa Fe;SAN JUSTO;Privado;Urbano;6; ; ;1;1;105; ; ; ; ; ; ; ;350; ; ; ; ; ; ; ;459; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2;1; ;0; ; ; ;3; ; ;3;3; ; ;3;2; ; ;2; ; ;1;6; ;7;5; ;1; ; ; 
Santa Fe;SAN LORENZO;Estatal;Rural;9;1;1; ; ; ; ; ; ; ; ; ; ;557; ; ; ; ; ; ; ;138; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ; ; ;1;3; ; ; ; ; ; ; ;3; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;637;46; ;549; ;3;6;2; ;6;0; ; ; ;6; ;4;6;5; ;4;5;1; ;1;1; ; ;5;10; ;12;1; ;1; ; ; 
Santa Fe;SAN LORENZO;Estatal;Urbano;85;1;2;2; ; ; ; ; ; ; ; ; ;7462; ; ; ; ; ; ; ;8113;215; ; ; ; ;874; ;117; ;20; ; ; ; ; ;1;1; ;2; ;4; ;1;1; ; ; ; ;15;1; ;16; ;7; ; ;7;10;17; ;1;11;1;2;8; ;22;2;2;2;12;21; ;1;1; ;1; ; ;2;1;1;4; ;1; ; ;12065;4466; ;10397;1;24;37;21;3;120;4; ; ;822;29; ;31;29;36; ;37;33;22; ;15;23;21;3;33;177;6;150;48;1;85; ; ;2
Santa Fe;SAN LORENZO;Privado;Urbano;33; ; ; ; ;75; ; ; ; ; ; ; ;1710; ; ; ; ; ; ; ;3436; ; ; ; ; ;70; ; ; ; ; ; ;6; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;2; ; ;1; ; ;3;5;16; ; ;1;2; ; ; ;1; ; ;2;13;27; ; ; ; ;1; ; ;1; ; ; ;2; ; ; ;532;85; ;531; ;4;12;14;5;8;0; ; ; ;8; ;11;8;11; ;11;11;13; ;1;13;1;4;8;5;38;6;1;14;23; ; ; 
Santa Fe;SAN MARTIN;Estatal;Rural;42; ; ;1; ; ; ; ; ; ; ; ; ;509; ; ; ; ; ; ; ;553; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;801;312; ;753;32;14;29;8; ;4;0; ; ;95;15; ;16;15;23; ;14;23;4; ;2;6; ; ;3;16; ;9;16; ;4; ; ; 
Santa Fe;SAN MARTIN;Estatal;Urbano;41; ;1;1; ; ; ; ; ; ; ; ; ;2913; ; ;189; ; ;293; ;2027; ; ; ; ; ;302; ;21; ;35; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;1; ; ; ;4; ;2;2;1;3; ; ;6; ; ; ; ;3; ; ;1;3;4; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ;5372;1909; ;3762; ;12;22;6;2;16;0; ; ;867;15; ;13;15;22; ;17;20;4; ;4;6;14; ;12;79; ;66;2; ;50; ; ; 
Santa Fe;SAN MARTIN;Privado;Urbano;11; ; ; ; ; ; ; ; ; ; ; ; ;115; ; ; ; ; ; ; ;1518; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3; ; ;1; ; ; ; ;2; ;3; ; ; ; ; ; ; ;2; ; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;34;36; ;85; ;1;3;7; ;1;0; ; ; ;2; ;3;2;3; ;3;3;7; ;1;7;2; ;2;10; ;18;6; ;9; ; ; 
Santa Fe;VERA;Estatal;Rural;73; ;1; ; ; ; ; ; ; ; ; ; ;849; ; ; ; ; ; ; ;1086; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2189;2781; ;1254;67;8;58;12; ;7;0; ;471;176;49; ;9;49;50; ;8;56;8; ;4;10;3; ;8;11; ;10;9; ;13; ; ; 
Santa Fe;VERA;Estatal;Urbano;47;51;165;30;8; ; ; ; ; ; ; ; ;2173; ; ; ; ; ; ; ;2260; ; ; ; ; ; ; ;20; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;3; ;2; ; ; ; ;1; ; ; ; ; ; ; ;4; ;3; ; ; ;1;1; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ;4508;4642; ;3909; ;16;25;9;2;14;2; ;797;449;20; ;16;20;20; ;10;23;6; ;3;9;10; ;2;46; ;30;18; ;7; ; ;1
Santa Fe;VERA;Privado;Rural;7; ; ; ; ; ; ; ; ; ; ; ; ;44; ; ; ; ; ; ; ;280; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;341;422; ;223;141; ;4;3; ;1;0; ;19; ;2; ;1;2;2; ;1;4; ; ; ;3; ; ; ; ; ; ;1; ; ; ; ; 
Santa Fe;VERA;Privado;Urbano;11; ; ;1;5; ; ; ; ; ; ; ; ;168; ; ; ; ; ; ; ;1158; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1016;125; ;792; ;2;3;4;2; ;0; ; ; ;3; ;3;3;4; ;3;4;3; ;2;3;4; ;3;11; ;8;22; ;5; ; ;1
Santiago del Estero;AGUIRRE;Estatal;Rural;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;159; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;454;491;200;37; ;2;7;1; ;4;0; ;200; ;7; ;1;7;10; ; ;11; ; ;5;1; ; ; ; ; ; ;1; ; ; ; ; 
Santiago del Estero;ALBERDI;Estatal;Rural;73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;249; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1493;1551;121; ; ; ;21;8; ;12;29; ; ; ;31; ;1;31;55; ;1;55;1; ;18;1; ; ;1; ; ;1; ; ; ; ; ; 
Santiago del Estero;ALBERDI;Estatal;Urbano;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;320; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1856;1980;880;310; ;1;3;2;1; ;0; ; ;94;4;1;2;4;4; ;2;4;2; ;2;2;7; ; ; ;4; ; ; ;4; ; ; 
Santiago del Estero;ATAMISQUI;Estatal;Rural;36;11;50;62; ; ; ; ; ; ; ; ; ;490; ; ; ; ; ; ; ;555; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1891;1693;201;359; ;2;15;1; ;1;1;0;327; ;24; ;1;25;22; ; ;25;4; ;8;4; ; ;1;2; ;2; ; ; ; ; ; 
Santiago del Estero;AVELLANEDA;Estatal;Rural;79;39;247;62; ; ; ; ; ; ; ; ; ;446; ; ; ; ; ; ; ;1202;132; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3367;3270;710;596; ;7;26;9;1;30;109;3; ;73;26; ;5;26;48; ;2;48;4; ;24;4;1; ;2;12;3;8; ; ;1; ; ; 
Santiago del Estero;BANDA;Estatal;Rural;118;38;185;1; ; ; ; ; ; ; ; ; ;2238; ; ; ; ; ; ; ;2264; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6754;5816;1672;1872;29;19;46;17; ;15;20;0;766;438;66; ;7;68;65; ;3;72;9; ;37;10;2;3;4;14;7;12;10; ;1; ; ; 
Santiago del Estero;BANDA;Estatal;Urbano;83; ; ; ; ;257; ; ; ; ; ; ; ;3266; ; ; ; ; ; ; ;5290;1040;129; ; ; ; ; ;124; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;2;2; ; ;3; ; ; ; ;6; ; ; ; ; ; ; ;1;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9270;4099;8658;5200; ;34;24;10;3;61;60; ;25;939;39;1;33;39;24; ;22;25;9;1;11;10;10;37;18;53;58;44;32;14;2; ; ;3
Santiago del Estero;BANDA;Privado;Urbano;15; ; ; ; ;337; ; ; ; ; ; ; ;1668; ; ; ; ; ; ; ;1876; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ; ; ; ; ; ;2; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;6;8;4; ;14; ; ; ;7; ;5;7;5; ;4;5;8; ;4;8;1;9;10;1;45;1;1;41;4; ; ; 
Santiago del Estero;CAPITAL;Estatal;Rural;78; ; ; ; ; ; ; ; ; ; ; ; ;835; ; ; ; ; ; ; ;995; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1967;1715;548;155; ;13;31;28; ;2;55;0; ;71;36; ;1;36;41; ;1;41;3; ;34;6;4; ;3;3;12;9; ; ;2; ; ; 
Santiago del Estero;CAPITAL;Estatal;Urbano;141;3;11;13; ;2651; ; ; ; ; ; ; ;5803;76; ;72; ; ; ; ;10722;3212; ;477; ; ; ; ;659;6; ;5;4; ;142; ; ;1; ;1; ; ; ; ;2; ; ; ; ;2;2;1;5; ;2;1; ;1;1; ; ;1; ; ;1;2; ; ; ;1;1;2; ; ;6; ; ;1; ; ;1;2;1; ; ; ; ; ;12921;3902;19982;7343;84;65;33;22;8;20;144; ;259;928;74;1;70;74;36;1;34;35;24;1;23;25;28;74;34;165;292;357;40;13;22; ; ;14
Santiago del Estero;CAPITAL;Privado;Urbano;58; ; ; ; ;2375; ; ;55; ;193; ; ;9362; ; ; ; ; ;701; ;6626; ; ; ; ; ;505; ;527; ;42; ; ; ;20; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3;3;4; ; ;2; ; ;2;10; ; ; ;1; ;1;1; ;1; ; ;2;3; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;380; ;39;562; ;22;28;29;14;2;87; ; ;639;24; ;16;24;23; ;14;22;21;1;12;21; ;41;21;4;265;33;19;114;13;2;3;1
Santiago del Estero;CHOYA;Estatal;Rural;61;39;9; ; ; ; ; ; ; ; ; ; ;374; ; ; ; ; ; ; ;745; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1468;1247;271;31; ;8;22;15; ;2;18;0; ;66;25; ;3;25;34; ;1;34;1; ;20;7; ; ;1;10;3;5; ;1; ; ; ; 
Santiago del Estero;CHOYA;Estatal;Urbano;22; ; ; ; ;222; ; ; ; ; ; ; ;748; ; ; ; ; ; ; ;1604;65; ; ; ; ; ; ;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1732;2145;1143;1087;86;4;8;4;3;6;11; ; ; ;10; ;9;10;10; ;7;10;2; ;1;4;2;1;4;21;8;1; ; ;3;1; ; 
Santiago del Estero;CHOYA;Privado;Urbano;5; ; ; ; ;23; ; ; ; ; ; ; ;1135; ; ; ; ; ; ; ;756; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;60;63;98;480; ;3;4;3;2; ;5; ; ; ;4; ;3;4;3; ;2;3;1; ;2;1;2;4;3;1;25; ;2;2;7; ; ; 
Santiago del Estero;COPO;Estatal;Rural;86; ;44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;698; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2010;2174;623;477;18;5;37;3; ;22;3;0;18;157;17; ;4;18;57; ;2;58;4; ;13;6; ; ;1;1; ;4;1; ; ; ; ; 
Santiago del Estero;COPO;Estatal;Urbano;15; ; ; ; ; ; ; ; ; ; ; ; ;331; ; ; ; ; ; ; ;1423; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2370;2968;431;978; ;2;6;2;2;7;0; ; ;63;7; ;6;7;7; ;7;7;2; ;2;2;11; ; ;32;1;29; ; ;3; ; ; 
Santiago del Estero;Enmascarado;Estatal;Rural;28; ; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;104; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;497;608;59; ; ;1;14;4; ;2;7;0; ;30;10; ; ;10;19; ; ;19;1; ;6;2; ; ; ; ; ;1; ; ; ; ; ; 
