provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialChino;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaChino;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaChino;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUChino;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngratuitaDesayuno;BeneficiariosdealimentacióngratuitaAlmuerzo;BeneficiariosdealimentacióngratuitaRefrigerio;BeneficiariosdealimentacióngratuitaMerienda;BeneficiariosdealimentacióngratuitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConapoyoestatalInicial;DiscapacidadConapoyoprivadoInicial;DiscapacidadSinapoyoInicial;DiscapacidadConapoyoestatalPrimaria;DiscapacidadConapoyoprivadoPrimaria;DiscapacidadSinapoyoPrimaria;DiscapacidadConapoyoestatalSecundaria;DiscapacidadConapoyoprivadoSecundaria;DiscapacidadSinapoyoSecundaria;DiscapacidadConapoyoestatalSNU;DiscapacidadConapoyoprivadoSNU;DiscapacidadSinapoyoSNU
Buenos Aires;BRAGADO;Estatal;Urbano;31; ; ; ; ; ; ; ; ; ; ; ; ;1856; ; ; ; ; ; ; ;1718; ; ; ; ; ; ; ;121; ;5; ; ; ; ; ;1; ; ; ;1;1; ; ; ; ; ; ; ;4; ; ;2; ;3;1; ;3; ; ; ; ;4; ;1;2; ;6; ;2;1;3;1;2; ; ; ; ;1;1;1;1; ;2;1; ; ; ;2389;931; ;2566;69;7;11;9;1;1;491; ;319; ;9; ;9;10;6;1;8;9;8; ;4;8;21; ; ;61;2;2;70;1;2; ; ;4
Buenos Aires;BRAGADO;Privado;Urbano;5; ; ; ; ;182; ; ; ; ; ; ; ;374; ; ; ; ; ; ; ;800; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ; ;2; ; ; ;1; ;1;1;1; ;1;1;3; ;2;2; ;3; ;3;1;1;16; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Rural;28; ; ; ; ; ; ; ; ; ; ; ; ;319; ; ; ; ; ; ; ;601; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11; ; ; ; ;1; ; ; ; ; ; ; ;64; ; ; ; ;11; ;1;2; ;2; ; ;55; ; ; ; ;21; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;940;1002; ;552;93;3;12;6; ; ;4; ;287; ;8; ;4;8;9; ;1;12;3; ;5;4;2; ; ;9; ; ;6; ; ; ; ; 
Buenos Aires;BRANDSEN;Estatal;Urbano;21; ; ; ; ; ; ; ; ; ; ; ; ;1051; ; ; ; ; ; ; ;2584; ; ; ; ; ; ; ;47; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3; ; ; ; ;13; ; ; ; ; ; ; ;13; ; ; ; ;14;1;10; ;3; ; ; ;3;1; ; ; ;4; ;1; ; ; ; ; ;1571;868;30;1223; ;5;6;4;1; ;1; ; ; ;8; ;6;8;6; ;6;6;6; ;5;6;7; ; ;32; ; ;20; ;4; ; ; 
Buenos Aires;BRANDSEN;Privado;Urbano;10; ; ; ; ;11; ; ; ; ; ; ; ;700; ; ; ; ; ; ; ;571; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;3;4;3; ; ;0; ; ; ;1; ;2;1;2; ;3;2;3; ; ;2;3; ; ;4; ; ; ; ; ; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Rural;26; ; ; ; ; ; ; ; ; ; ; ; ;368; ; ; ; ; ; ; ;460; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ;1; ; ; ; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ; ; ; ; ; ;5; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;719;560; ;228;1;4;12;3; ;3;0; ;223; ;4; ;4;4;8; ;4;10;3; ;3;4;2; ;1;11;1; ;6;3; ; ; ; 
Buenos Aires;CAÑUELAS;Estatal;Urbano;51; ; ;4; ; ; ; ; ; ; ; ; ;3092; ; ; ; ; ; ; ;4683; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ;1; ; ; ; ; ; ; ;17;2; ;3;1;102; ;1;7; ; ; ; ;27; ; ; ; ;112; ; ;2;4; ; ; ;2; ; ; ; ;6;1;2; ; ; ; ; ;4478;2549; ;4207; ;10;19;14;1;28;17; ;852;310;12; ;12;12;9; ;17;13;16; ;11;15;9;4;1;63;1;6;24; ;1; ; ; 
Buenos Aires;CAÑUELAS;Privado;Urbano;18; ; ;2; ;623; ; ; ; ; ; ; ;1180; ; ; ; ; ;240; ;440; ; ; ; ; ;159; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ;1;1; ; ;3;3; ; ;2; ; ;2;4;3;1; ; ;3;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6;6;6; ; ;1; ;181; ;5; ;3;6;4; ;2;5;5; ;2;5; ; ; ;16;10;1;1;3; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Rural;18; ; ;3; ; ; ; ; ; ; ; ; ;217; ; ; ; ; ; ; ;566; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;8; ; ; ; ;4; ; ; ; ;2; ; ;41; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;721;765;193;781; ;5;7;6; ;1;1; ;307; ;3; ;2;4;2;1;2;4;5; ;1;6;1; ; ;11; ; ;4;1; ; ; ; 
Buenos Aires;CAMPANA;Estatal;Urbano;73; ; ; ; ; ; ; ; ; ; ; ; ;4111; ; ; ; ; ; ; ;7140; ;142;142; ;2; ; ;352;53;15; ; ; ; ; ;1;2; ; ; ;6; ; ;23; ; ; ; ;9;6; ; ; ;54;16;3;33;3;2; ; ;2;3; ;2; ;57;5;1;13;2;1; ; ;9;2;1;2;2;10;5;3;3;1; ;1; ;5662;2117;1522;5810; ;19;23;21;3;20;12; ; ;91;19; ;20;19;23; ;23;22;24; ;22;22;25;4;9;115;15;2;104;5;1; ; ;5
Buenos Aires;CAMPANA;Privado;Urbano;41; ; ; ; ;875; ; ;166; ; ; ; ;1884; ; ;355; ; ;248; ;1819; ; ; ; ; ;551; ;177; ; ; ; ; ; ; ; ;3; ;2; ; ;1; ;2;6; ; ; ; ; ; ; ; ;1; ;1;9;3;5; ; ;1; ;2;4; ;3;1; ;3;6;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11;11;8;3; ;6; ; ;449;10; ;13;10;3;1;8;2;7;1; ;7;2;7;13;8;37;4; ;6;2; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Rural;9; ; ; ; ; ; ; ; ; ; ; ; ;37; ; ; ; ; ; ; ;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;2; ; ; ; ; ; ; ;2; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;119;118; ;55; ;3;5;1; ; ;0; ;37; ;3; ; ;3;2; ;2;3;1; ; ;1; ; ; ;3;1; ; ; ; ; ; ; 
Buenos Aires;CAPITAN SARMIENTO;Estatal;Urbano;18; ; ; ; ; ; ; ; ; ; ; ; ;861; ; ; ; ; ; ; ;1328; ; ; ; ; ; ; ;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;995;524;61;1421;70;7;6;4;1; ;7; ;241; ;3; ;7;4;3; ;3;5;4; ;3;4;5; ; ;17;1; ;13; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Rural;33; ;1; ; ; ; ; ; ; ; ; ; ;167; ; ; ; ; ; ; ;309; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;186;284;68;796;68;8;14;6; ;3;0; ;97; ; ; ;11; ; ; ;13;2;2; ;4;2;2; ; ;9; ; ;9; ; ; ; ; 
Buenos Aires;CARLOS CASARES;Estatal;Urbano;21; ; ; ; ; ; ; ; ; ; ; ; ;921; ; ; ; ; ; ; ;1556; ; ; ; ; ; ; ;121; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;1; ; ; ; ; ; ; ; ;7; ;2;2;1; ; ; ; ; ; ; ;1;5; ;1; ;1; ; ; ;1219;766; ;1743;65;6;7;5;2; ;3; ;65;391;4; ;6;4;4; ;6;5;5; ;5;6;2;1; ;32; ;1;23; ;1; ; ;1
Buenos Aires;CARLOS TEJEDOR;Estatal;Rural;28; ;6; ; ; ; ;2; ; ; ; ; ;57; ; ; ; ; ; ; ;273; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;239;322;137;335;26;6;14;3; ;9;1; ;58; ;4; ;5;4;7; ;7;8;2;1;1;3; ; ; ;2; ; ;11; ; ; ; ; 
Buenos Aires;CARLOS TEJEDOR;Estatal;Urbano;16; ; ; ; ; ; ; ; ; ; ; ; ;444; ; ; ; ; ; ; ;713; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1222;358;636;572;24;6;4;4;2; ;0; ; ; ;4; ;3;5;4; ;3;4;3; ;3;4;3; ;6;14; ;1;18; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ;122; ; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;198;236; ;291; ;2;10;1; ;3;1; ;78; ;2; ;3;2;1; ;9;2; ; ;1; ; ; ; ;3; ; ;6; ; ; ; ; 
Buenos Aires;CARMEN DE ARECO;Estatal;Urbano;27;6; ; ; ; ; ; ; ; ; ; ; ;599; ; ; ; ; ; ; ;1466; ; ; ; ; ; ; ;35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;3;1; ;3; ; ; ; ;3; ; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ;1;1; ;1; ; ; ; ;827;573;65;1082;9;9;7;6;1; ;1; ; ; ;5; ;12;6;5; ;6;5;6; ;3;5;5;1; ;16;1; ;13;1;1; ; ; 
Buenos Aires;CASTELLI;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ;79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;128;108;62;9; ;2;11; ; ; ;3; ; ; ;3; ; ;3;10; ;3;9; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; 
Buenos Aires;CASTELLI;Estatal;Urbano;8; ; ; ; ; ; ; ; ; ; ; ; ;222; ; ; ; ; ; ; ;564; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;2; ; ; ; ; ; ; ;6; ; ; ; ;1; ; ;2; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;479;283; ;450; ;3;2;1;1; ;2; ;118; ;3; ;2;3;1; ;1;2;1; ;2;1;2; ;1;7; ; ;9; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Rural;33; ; ; ; ; ; ; ; ; ; ; ; ;255; ; ; ; ; ; ; ;157; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;243;261;96;438; ;5;19;2; ;10;6; ;193; ;1; ;7;1; ; ;16;3;1; ;2;1;2; ; ;7; ; ; ; ; ; ; ; 
Buenos Aires;CHACABUCO;Estatal;Urbano;51; ; ; ; ; ; ; ; ; ;1; ; ;2134; ; ; ; ; ; ; ;3712; ; ; ; ; ; ; ;236; ; ;6; ; ; ; ;12; ; ; ; ; ; ; ;1; ; ; ; ;95;1; ; ; ;8; ; ;3;3;2; ; ;55; ;1; ; ;16; ;1; ;10; ; ; ;6; ; ; ; ;1; ; ; ;1; ; ; ;2776;1035; ;2920; ;11;14;9;2;1;8; ;429;480;8; ;20;8;10; ;10;13;13; ;9;12;5;2; ;57; ;1;42;1;1;2;1; 
Buenos Aires;CHACABUCO;Privado;Urbano;10; ; ; ; ;141; ; ; ; ; ; ; ;419; ; ; ; ; ; ; ;499; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2;2;1; ;0; ; ;65;3; ;5;3;2; ;1;1;2; ;1;2;5;1; ;5;1; ;3; ; ; ; ; 
Buenos Aires;CHASCOMUS;Estatal;Urbano;66; ; ; ; ; ; ; ; ; ; ; ; ;2140; ; ; ; ; ; ; ;2665; ; ; ; ; ; ; ;114; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ;2; ;11;1; ; ; ;2; ; ; ;2; ; ; ;23; ;1; ;4; ; ;1; ; ; ;2; ;1; ; ; ;1; ; ; ;3203;2561; ;2399; ;9;32;9;4;5;18; ;1093; ;12; ;11;12;22; ;10;28;12; ;6;12;7; ; ;61;1;1;35; ; ; ; ;1
Buenos Aires;CHASCOMUS;Privado;Urbano;11; ; ; ; ; ; ; ; ; ; ; ; ;860; ; ; ; ; ; ; ;1127; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3;2;1; ;0; ; ; ;2; ;3;2;1; ;3;1;3; ;1;3;3; ; ;6; ; ;3;3; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Rural;33;15; ; ; ;116; ; ; ; ; ; ; ;129; ; ; ; ; ; ; ;182; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;360;531; ;395; ;7;21;3; ;1;1; ; ; ;3; ;6;3;3; ;19;3;3; ;1;3;3;1; ;4; ; ;8; ; ; ; ; 
Buenos Aires;CHIVILCOY;Estatal;Urbano;60;5; ; ; ;112; ; ; ; ; ; ; ;2653; ; ; ; ; ; ; ;4764; ;70;70; ; ; ; ;84; ; ;84; ; ; ; ;16;2;1;2; ; ; ; ; ;1; ;1; ;77;2; ; ; ;14;1; ; ; ; ; ; ;66;1;1;2; ;20;2; ; ;1; ; ; ;1; ; ; ; ;3;1; ; ;1; ; ; ;4033;885;1898;4055;446;11;18;13;3; ;45; ;158; ;12; ;21;12;14; ;18;16;13; ;8;13;17; ;7;130; ;4;99;2;4; ; ;2
Buenos Aires;CHIVILCOY;Privado;Urbano;19; ; ; ; ;446; ; ; ; ; ;25; ;1315; ; ; ; ; ;82; ;1285; ; ; ; ; ; ; ;84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ;3;1; ; ; ;3;2; ; ;1;1; ; ;1;5; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;6;5;6;2; ;1; ; ; ;1; ;6;1;2; ;5;2;5;1;1;4; ;1;1;14;4;3;8;1;1; ; ; 
Buenos Aires;COLON;Estatal;Rural;11; ; ;5; ; ; ; ; ; ; ; ; ;44; ; ; ; ; ; ; ;99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;122;65; ;61; ;2;5;2; ; ;1; ; ; ;3; ;1;3;3; ;2;3;2; ; ;2; ; ; ;3; ; ;1; ; ; ; ; 
Buenos Aires;COLON;Estatal;Urbano;21; ; ; ; ; ; ; ; ; ; ; ; ;993; ; ; ; ; ; ; ;1633; ; ; ; ; ; ; ;78;8; ; ; ; ;8; ; ; ; ; ; ;1; ; ;1; ; ; ; ;2; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ;1; ; ;1;1023;596; ;1697;5;8;7;5;1;1;10; ;190; ;5; ;7;5;4; ;4;6;4; ;5;3;8; ; ;24; ;3;15;1; ; ; ;3
Buenos Aires;COLON;Privado;Urbano;9; ; ; ; ;74; ; ; ; ; ; ; ;492; ; ; ; ; ; ; ;726; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ;0; ; ; ; ; ;3; ; ; ;3; ;3; ; ;3;1; ; ;10; ; ;6;2;1; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Rural;17; ; ; ; ; ; ; ; ; ; ; ; ;164; ; ; ; ; ; ; ;379; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ;1; ;2; ; ; ; ;2; ; ; ;2; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;566;284;113;325; ;4;7;3; ; ;1; ;96; ;7; ;2;7;5; ;1;7;3; ;2;3;5; ; ;16; ; ;3; ; ; ; ; 
Buenos Aires;CORONEL DE MARINA L ROSALES;Estatal;Urbano;48; ; ; ;2; ; ; ;78; ; ; ; ;2469; ; ;237; ; ; ; ;4651; ; ; ; ; ; ; ;840; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ;1; ;1; ;1; ;3; ; ; ;1;4; ; ; ;1; ;1; ;15; ; ;3; ;2; ; ;1; ;1; ; ; ; ; ; ; ;1; ; ;2945;1010;1558;4224;372;12;16;13;4; ;8; ; ;165;14; ;12;14;14;2;15;13;13; ;5;13;16;1;3;100;3;4;39;2; ; ; ;5
Buenos Aires;CORONEL DE MARINA L ROSALES;Privado;Urbano;9; ; ; ; ;156; ; ; ; ; ; ; ;646; ; ; ; ; ; ; ;885; ; ; ; ; ; ; ;63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;75; ; ;74; ;3;3;3;1; ;0; ; ; ;2; ;3;2;1; ;2;1;3; ;1;3;3;4;4;3;6; ; ; ; ; ;1; 
Buenos Aires;CORONEL DORREGO;Estatal;Rural;24; ; ; ; ; ; ; ; ; ; ; ; ;149; ; ; ; ; ; ; ;195; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;321;140;49;303;49;3;12;3;1;2;3; ; ; ;3; ;3;3;6; ;8;6; ; ;2;1;1; ; ;7; ;1;5; ; ; ; ; 
Buenos Aires;CORONEL DORREGO;Estatal;Urbano;16;1; ; ;1; ; ; ; ; ; ; ; ;380; ; ; ; ; ; ; ;861; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ;1; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;767;249; ;667;44;3;4;2;1; ;3; ;78; ;4; ;7;4;3; ;2;4;3; ;3;3;13; ;1;18; ; ;18;1; ; ; ; 
Buenos Aires;CORONEL DORREGO;Privado;Urbano;4; ; ; ; ; ; ; ; ; ; ; ; ;212; ; ; ; ; ; ; ;108; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ;0; ; ; ; ; ;2; ;1; ;2;1;2; ; ;2; ; ; ;1; ; ;7; ; ; ; ; 
Buenos Aires;CORONEL PRINGLES;Estatal;Rural;19; ; ; ; ; ; ; ; ; ; ; ; ;75; ; ; ; ; ; ; ;88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;147;161;90;258;90;3;10;1; ;1;2; ; ; ;1; ;3;1;8; ;5;7; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;CORONEL PRINGLES;Estatal;Urbano;29; ;1; ; ; ; ; ; ; ; ; ; ;882; ; ; ; ; ; ; ;1152; ; ; ; ; ; ; ;75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;2; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;3; ;1; ; ; ; ; ;1145;613; ;1608; ;11;8;5;1;1;7; ;311;473;11; ;8;10;4; ;4;7;5; ;5;5;9;1; ;21; ; ;13; ; ; ; ; 
Buenos Aires;CORONEL SUAREZ;Estatal;Rural;28; ; ; ; ; ; ; ; ; ; ; ; ;290; ; ; ; ; ; ; ;297; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;250;149; ;483;9;4;17;4; ;4;6; ;126; ;4; ;2;3;4; ;12;7;4; ;1;4; ; ; ;11; ; ;1; ; ; ; ; 
Buenos Aires;CORONEL SUAREZ;Estatal;Urbano;50; ; ; ; ; ; ; ; ; ; ; ; ;1290; ; ; ; ; ; ; ;1835; ; ; ; ; ; ; ;209; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ;4; ;1; ; ; ; ; ; ;2; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ;1256;547;71;2392;71;18;11;10;3; ;9; ;181; ;13; ;19;12;8; ;11;10;12; ;7;11;14;1; ;54; ; ;39; ;3; ; ; 
Buenos Aires;CORONEL SUAREZ;Privado;Urbano;8; ; ; ; ;114; ; ; ; ; ; ; ;537; ; ; ; ; ; ; ;750; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;3;3; ; ;0; ; ; ;1; ;3;1;2;1;3;2;4; ;1;4;3; ; ;4; ; ;6; ; ; ; ; 
