provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;BoliviaInicial;BrasilInicial;ChileInicial;ParaguayInicial;PerúInicial;UruguayInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ParaguaySNU;PerúSNU;UruguaySNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Corrientes;CONCEPCION;Estatal;Urbano;14; ; ; ; ; ; ; ; ; ; ; ; ;1885; ; ; ; ; ; ; ;390; ;391; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3355;1610; ; ;2;4;2; ;11; ; ;3; ;5;3;5; ;4;5;2; ;2;2; ; ; ;5; ; ; ; ;1; ; ; 
Corrientes;CURUZU CUATIA;Estatal;Rural;40; ; ; ; ; ; ; ; ; ; ; ; ;40; ; ; ; ; ; ; ;87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1085;1019;42;1;2;14;2; ;16; ; ;20; ;9;20;27; ;10;27;1; ;2;1; ; ; ;5;6;4; ; ; ; ; ; 
Corrientes;CURUZU CUATIA;Estatal;Urbano;26; ; ; ; ; ; ; ; ; ; ; ; ;3598; ; ; ; ; ; ; ;2016; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6006;1699;1013; ;4;10;4;1;22; ; ;11; ;9;11;11; ;9;11;4; ;5;4; ;2; ; ;10;56;1;1; ; ; ; 
Corrientes;CURUZU CUATIA;Privado;Urbano;9; ; ;17; ; ; ; ; ; ; ; ; ;457; ; ; ; ; ; ; ;752; ; ; ; ; ;127; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;150;127;127;127; ;3;6;1; ; ; ;3; ;2;3;4; ;2;4;3; ;1;5; ; ; ; ;2; ; ; ; ; ; ; 
Corrientes;EMPEDRADO;Estatal;Rural;37;9;23; ; ;22; ; ; ; ; ; ; ;273; ; ; ; ; ; ; ;152; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1675;1484; ; ;1;17;2; ;22; ; ;28; ;2;28;31; ;4;31;1; ;1;1; ; ; ;3;1;3; ; ; ; ; ; 
Corrientes;EMPEDRADO;Estatal;Urbano;9; ; ; ; ; ; ; ; ; ; ; ; ;364; ; ; ; ; ; ; ;620; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1884;221; ;39;1;4;2;1;1; ; ;2; ;4;2;2; ;4;2;1; ;2;1; ; ; ; ; ; ; ; ; ; ; ; 
Corrientes;Enmascarado;Estatal;Rural;7; ; ; ; ;57; ; ; ; ; ; ; ;353; ; ; ; ; ; ; ;230; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;746;255; ; ; ;3;2; ;1; ; ;5; ;1;5;5; ;1;5;1; ;2;1; ; ; ;3; ; ; ; ; ; ; ; 
Corrientes;Enmascarado;Estatal;Urbano;27; ;5; ; ;46; ;110; ; ; ; ; ;2045; ; ; ; ;350;136; ;2083; ; ; ; ; ; ; ;129; ;64; ; ; ;95; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4046;889; ; ;2;8;6;2;15; ; ;8; ;9;8;10; ;10;10;6; ;4;6; ; ; ;12; ;50; ; ;3; ; ; 
Corrientes;Enmascarado;Privado;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;907; ; ; ; ; ;236; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1327;1327;1257;1177; ; ;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15; ; ; ; ; ; ; ; ;3; ; ; 
Corrientes;Enmascarado;Privado;Urbano;17; ; ; ; ;297; ; ; ; ; ; ; ;1353; ; ; ; ; ; ; ;2882; ; ; ; ; ;313; ; ; ; ; ; ; ;54; ; ;1; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1823;200;553;70;3;7;8;3; ; ; ;9; ;9;9;8; ;6;8;5; ;6;7;2;3;3;8;1;2; ;4;2; ; ; 
Corrientes;ESQUINA;Estatal;Rural;60;42;94; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;688; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3644;3166;175;9;3;22;5; ;57;9; ;45; ;3;45;52; ;3;52;3; ;4;3; ; ; ;11; ;5; ; ; ; ; ; 
Corrientes;ESQUINA;Estatal;Urbano;13; ; ; ; ;114; ; ; ; ; ; ; ;2539; ; ; ; ; ; ; ;1490;201; ; ; ; ; ; ;126; ;73; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3599;647;169; ;1;4;3;1;5; ; ;5; ;5;5;4; ;5;4;3; ;2;3; ;1; ; ;2; ; ; ;6; ; ; 
Corrientes;GENERAL ALVEAR;Estatal;Rural;11; ; ; ; ; ; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ;342; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;613;613; ;10; ;3;2; ;4; ; ;4;1;2;4;4;1;3;4; ; ;1;1; ; ; ;1; ; ;3; ; ; ; ; 
Corrientes;GENERAL ALVEAR;Estatal;Urbano;11; ; ; ; ; ; ;203; ; ; ; ; ;398; ; ; ; ; ;325; ;512; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1722;446;325; ;1;4;1;2; ; ; ;4; ;4;4;4; ;4;4;1; ;1;1; ; ; ; ; ; ;4;1; ; ; ; 
Corrientes;GENERAL PAZ;Estatal;Rural;47;11;121; ; ; ; ; ; ; ; ; ; ;285; ; ; ; ; ; ; ;372; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1815;1238; ; ; ;11;5; ;8; ; ;28; ;1;28;32; ; ;32; ; ;5; ; ; ; ;2; ;17; ; ; ; ; ; 
Corrientes;GENERAL PAZ;Estatal;Urbano;17; ; ; ; ; ; ; ; ; ; ; ; ;391; ; ; ; ; ; ; ;1126; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2256;228; ; ;1;4;5;1; ; ; ;6; ;1;6;5; ;3;5;2; ;4;4; ; ; ;3; ;3; ; ; ; ; ; 
Corrientes;GOYA;Estatal;Rural;107; ;117; ; ;109; ; ; ; ; ; ; ;577; ; ; ; ; ; ; ;642; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4588;3477;31;24;7;38;8; ;80; ;23;69; ;1;70;77; ;3;78;4; ;8;4;15; ;4;5;5;55; ; ; ; ; ; 
Corrientes;GOYA;Estatal;Urbano;37; ; ;4; ;202; ; ; ; ; ; ; ;5414; ; ; ; ; ; ; ;3181;198;377; ; ; ; ; ;85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ;1;7; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;13484;109;109; ;6;13;8;1;59; ; ;14; ;15;15;12; ;13;12;8; ;5;8;2;3; ;66;23;88; ;1;2; ; ; 
Corrientes;GOYA;Privado;Urbano;7; ; ; ; ;305; ; ; ; ; ; ; ;1498; ; ; ; ; ; ; ;1121; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;5;3; ; ;359;5; ;3;5;5; ;3;5;6; ; ;6; ;7;1; ;16;1; ;4;1; ; ; 
Corrientes;ITATI;Estatal;Rural;14;2;34; ; ; ; ; ; ; ; ; ; ;185; ; ; ; ; ; ; ;270; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;795;641; ; ;1;6;2; ;4; ; ;8; ;1;8;9; ; ;9; ; ;2;1; ; ; ; ; ;7;1; ; ; ; ; 
Corrientes;ITUZAINGO;Estatal;Rural;31;11;56; ; ;48; ; ; ; ; ; ; ;588; ; ; ; ; ; ; ;501; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1942;1198;278;8;3;10;3; ;16; ; ;13; ;11;13;15; ;13;15;3; ;2;3; ; ;1;22; ;3; ; ;1; ; ; 
Corrientes;ITUZAINGO;Estatal;Urbano;22; ; ; ;36;106; ; ; ; ; ; ; ;2197; ; ; ; ; ; ; ;2575; ;32; ; ; ; ; ;65; ;46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2; ;2; ; ; ; ;6558;699; ;77;3;8;7;2;11; ; ;8; ;7;8;8; ;7;8;5; ;7;5; ; ;2; ; ; ; ; ;6; ; ; 
Corrientes;ITUZAINGO;Privado;Urbano;4; ; ; ; ;32; ; ; ; ; ; ; ;61; ; ; ; ; ; ; ;45; ; ; ; ; ;21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3; ; ;61; ;1; ; ;1;1; ; ;2;2; ;2;2; ;1;3; ;3;1; ; ;2; ; ; 
Corrientes;LAVALLE;Estatal;Rural;48; ; ; ; ;36; ; ; ; ; ; ; ;1012; ; ; ; ; ; ; ;570; ; ; ; ; ; ; ;41; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2960;1270;51; ;2;17;4; ;54; ; ;22; ;8;22;24; ;10;24;1; ;4;1; ; ;1;6; ;9; ; ;1; ; ; 
Corrientes;LAVALLE;Estatal;Urbano;14; ; ; ; ;52; ; ; ; ; ; ; ;2240; ; ; ; ; ; ; ;1243; ; ; ; ; ; ; ;21; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2449;55; ; ;1;4;3; ;27; ; ;6; ;4;6;5; ;3;5;2; ;3;1;2; ; ;3;2;2; ; ; ; ; ; 
Corrientes;MBURUCUYA;Estatal;Rural;18;2;155;50; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;154; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;825;730; ; ; ;9;3; ;39; ; ;5; ;8;5;6; ;6;6;2; ;1;2; ; ; ;3; ;20; ; ;5; ; ; 
Corrientes;MERCEDES;Estatal;Rural;28; ; ; ; ;42; ; ; ; ; ; ; ;732; ; ; ; ; ; ; ;281; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1541;615;194;8;2;13;3; ;34; ; ;17; ;5;17;22; ;6;22;1; ;3;1;2;1; ;20; ; ; ; ; ; ; ; 
Corrientes;MERCEDES;Estatal;Urbano;33; ; ; ; ;172; ; ; ; ; ; ; ;2435; ; ; ; ; ; ; ;1527; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;7216;544;80; ;6;13;6;1;38; ; ;13; ;9;14;13; ;9;13;3; ;6;3; ; ; ;11; ;2; ; ; ; ; ; 
Corrientes;MONTE CASEROS;Estatal;Rural;32; ; ; ; ;15; ; ; ; ; ; ; ;336; ; ; ; ; ; ; ;377; ;23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1465;708;121; ;7;22;3; ;23; ; ;23; ;5;23;25; ;5;25;1; ;2;1; ; ; ;10;1; ; ; ;2; ; ; 
Corrientes;MONTE CASEROS;Estatal;Urbano;23; ; ; ; ;433; ; ; ; ; ; ; ;1944; ; ; ; ; ; ; ;2067;230;48;158; ; ;47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;5674;317;172; ;2;9;7;1;2;172; ;9; ;7;9;7; ;7;8;8; ;6;8;7;4; ;15;4;6; ; ;5; ; ; 
Corrientes;PASO DE LOS LIBRES;Estatal;Rural;26; ;28; ; ;96; ; ; ; ; ; ; ;769; ; ; ; ; ; ; ;313; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1878;1211;622; ;2;10;4; ;21; ; ;10; ;9;10;14; ;12;14; ; ;4; ; ; ; ; ; ;3;1; ;1; ; ; 
Corrientes;PASO DE LOS LIBRES;Estatal;Urbano;22; ; ; ; ;54; ;103; ; ; ; ; ;3490; ;238; ; ; ; ; ;1821;102;598; ; ; ;496; ;53; ;24; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;8; ;1; ; ; ; ; ; ;2;5; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6491;518;300; ;4;7;6;1;53; ; ;9; ;7;9;7; ;8;7;6; ;3;6; ; ;1;1;6;5;4; ;1; ; ; 
Corrientes;PASO DE LOS LIBRES;Privado;Urbano;7; ; ; ; ;428; ; ; ; ; ;96; ;1099; ;86; ; ; ; ; ;756; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ;15;1; ; ; ; ; ; ; ; ;5; ; ; ;2; ;1; ; ; ;4; ; ;1; ; ; ; ; ;1;1; ; ;3;4;3;1; ; ; ;5; ;5;5;4; ;3;4;3; ;1;3; ;4;1; ;1;1; ;2; ; ; ; 
Corrientes;SALADAS;Estatal;Rural;29; ; ; ; ; ; ; ; ; ; ; ; ;282; ; ; ; ; ; ; ;227; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1922;1655; ; ;1;6;3; ;9; ; ;18; ;4;18;19; ;6;19;1; ;2;1;1; ;1;1; ;14; ; ; ; ; ; 
Corrientes;SALADAS;Estatal;Urbano;15; ; ; ; ; ; ; ; ; ; ; ; ;1555; ; ; ; ; ; ; ;1071; ; ; ; ; ; ; ;193; ;6; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3584;700; ; ;3;4;4;1;8; ; ;6; ;6;6;6; ;6;6;4; ;4;3; ; ;1;26; ; ; ; ; ; ; ; 
Corrientes;SAN COSME;Estatal;Rural;27; ;21; ; ;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;387; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1670;405; ; ;1;5;3; ;5; ; ;15; ;2;15;15; ;1;15;1; ;3;1; ;1; ;1; ;7; ; ;3; ; ; 
Corrientes;SAN COSME;Estatal;Urbano;14; ; ; ; ;63; ; ; ; ; ; ; ;714; ; ; ; ; ; ; ;613;154; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2631;158; ; ;1;7;4; ;9; ; ;4; ;2;4;6; ;4;6;2; ;4;2; ; ; ; ; ;1; ; ;2; ; ; 
Corrientes;SAN LUIS DEL PALMAR;Estatal;Rural;49;11;146;168; ; ; ; ; ; ; ; ; ;42; ; ; ; ; ; ; ;431; ;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1867;1509;11; ;2;3;5; ;60; ; ;17; ;10;17;29; ;12;29; ; ;8; ; ; ;3;2; ;10; ; ; ; ; ; 
Corrientes;SAN LUIS DEL PALMAR;Estatal;Urbano;11; ;32;352; ; ; ; ; ; ; ; ; ;1014; ; ; ; ; ; ; ;1248; ;80; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2223;346; ; ; ;4;2;1;15; ; ;4; ;4;4;4;1;4;4;2; ;2;2; ; ; ;2; ; ;1;1;1; ; ; 
Corrientes;SAN MARTIN;Estatal;Rural;28; ; ; ; ; ; ;38; ; ; ; ; ;310; ; ; ; ; ; ; ;311; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1513;1041; ; ; ;4;3; ;12; ; ;9; ;9;9;15; ;12;15;3; ;2;2; ; ;1;10; ;3; ; ; ; ; ; 
Corrientes;SAN MIGUEL;Estatal;Rural;19;46;138; ; ; ; ; ; ; ; ; ; ;359; ; ; ; ; ; ; ;390; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1767;901;215; ; ;8;2; ;12; ; ;12; ;4;12;14; ;5;14;1; ;2;1; ; ; ;1; ;2; ; ; ; ; ; 
Corrientes;SAN ROQUE;Estatal;Rural;32; ; ; ; ;74; ; ; ; ; ; ; ;197; ; ; ; ; ; ; ;516; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1974;1373;54;20;2;16;4; ;19; ; ;20; ;3;20;25; ;3;25;1; ;3;1;1; ; ;3; ;22; ; ; ; ; ; 
Corrientes;SAN ROQUE;Estatal;Urbano;12; ; ; ; ; ; ; ; ; ; ; ; ;1597; ; ; ; ; ; ; ;956; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2617;751;555; ;2;4;4;1;8; ; ;5; ;5;5;5; ;5;5;3; ;2;4; ; ;1;2; ;2; ; ;1; ; ; 
Corrientes;SANTO TOME;Estatal;Rural;30; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;264; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1581;1003;16;13;5;15;2; ;17;15; ;13; ;8;14;18; ;10;19;2; ;1;2; ; ; ;5; ;1; ; ; ; ; ; 
Corrientes;SANTO TOME;Estatal;Urbano;40; ; ; ; ;200; ;268; ; ; ; ; ;4300; ; ; ; ; ; ; ;2375;314;222; ; ; ; ; ;132; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;11422;1010; ; ;9;14;12;2;74; ; ;14; ;14;14;13; ;14;13;9; ;10;8; ; ; ;12;1;4;2; ;4; ; ;3
Corrientes;SANTO TOME;Privado;Urbano;14; ; ; ; ;204; ; ; ; ; ; ; ;475; ;23; ; ; ;124; ;108; ; ; ; ; ;461; ;26; ;30; ; ; ;32; ; ;2; ; ; ; ; ;1; ; ; ;5; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1075; ; ; ;4;6;4;4; ;126;139;7; ;6;7;4; ;4;6;1; ; ;5;1;2; ; ;4; ; ;3; ; ; ; 
Corrientes;SAUCE;Estatal;Rural;17;6;35; ; ;13; ; ; ; ; ; ; ;160; ; ; ; ; ; ; ;85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;381;361; ; ; ;6;2; ;4; ; ;8; ;4;8;9; ;6;9;2; ;1;2; ; ; ; ; ;3; ; ; ; ; ; 
Corrientes;SAUCE;Estatal;Urbano;11; ; ; ; ; ; ; ; ; ; ; ; ;482; ; ; ; ; ; ; ;514; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1468;150; ; ;4;3;1; ;2; ; ;3; ;4;3;4; ;4;4;1; ;1;1; ; ; ;1; ; ; ; ; ; ; ; 
Entre Ríos;COLON;Estatal;Rural;39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;314; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ;3; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;902;472;171;80;6;19;5; ;3;40; ;17; ;4;17;21; ;11;22;4; ;2;4;3; ; ;12;3; ; ; ; ; ; ; 
