provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;BoliviaInicial;BrasilInicial;ChileInicial;ParaguayInicial;PerúInicial;UruguayInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ParaguaySNU;PerúSNU;UruguaySNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Río Negro;AVELLANEDA;Privado;Urbano;7; ; ; ; ;47; ; ; ; ; ; ; ;220; ; ; ; ; ; ; ;161; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;501; ;204; ;1;4;2;1; ; ; ; ; ;3; ;2; ;4;2;2; ; ;2;2;2; ;2;5; ;3;1; ; ; ; 
Río Negro;BARILOCHE;Estatal;Rural;17;7;73;12; ; ; ; ; ; ; ; ; ;175; ; ; ; ; ; ; ;148; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ;6;3; ; ;3;4; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ;1116;932;592;38; ;13;1; ;1;94;261;8; ;1;8;10; ;2;15;1; ; ;1;3;1; ;29; ;2;4; ; ; ; ; 
Río Negro;BARILOCHE;Estatal;Urbano;76;402;2;38;18; ; ; ; ; ; ; ; ;261; ; ; ; ; ; ; ;6374;50; ; ; ; ;130; ; ;122;131; ; ; ; ; ;7;1;12; ; ;1;6;7; ; ;24;2;48;9; ;4;9;6;1;2;11;1;105;5; ;2;7;3; ; ;2;1;45; ;1; ;2; ; ; ;15887;936;5122;13;18;29;14;2;12; ;315;25; ;25;25;30; ;30;30;15; ;13;16;43;4;3;139;22;30;31;1;1; ; ;1
Río Negro;BARILOCHE;Privado;Urbano;46; ; ;27; ;656; ; ; ; ; ; ; ;3597; ; ;299; ; ;32; ;2999; ; ;43; ; ;587; ; ; ; ; ; ; ; ; ; ; ;4;1; ; ;3;10; ; ;2;1;7; ;1; ;18;30; ;1; ;4;10; ;2;2;18;22;1;1; ; ;1; ; ; ;1; ; ; ;1847;1241;1042; ;14;16;16;4; ;900;461;18; ;11;19;7; ;5;17;12; ;3;18; ;14;2;3;18;3;4;22;5; ; ; 
Río Negro;CONESA;Estatal;Urbano;7; ; ; ; ; ; ; ; ; ; ; ; ;399; ; ; ; ; ; ; ;544; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;7; ;2; ; ; ; ; ;3; ;13; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;140;140;776; ;1;2;2;1;1; ;534;2; ;2;2;2; ;2;1;1; ;1;2; ; ; ;1; ; ;3; ; ; ; ; 
Río Negro;EL CUY;Estatal;Rural;13; ;10; ; ; ; ; ; ; ; ; ; ;102; ; ; ; ;10; ; ;123; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;435;378;394;35; ;5;4; ;6; ;182;1; ;5;1;6; ;6;6;4; ;2;4;1; ; ;1;1; ;1; ; ; ; ; 
Río Negro;Enmascarado;Estatal;Rural;14; ; ; ; ; ; ; ; ; ; ; ; ;209; ; ; ; ; ; ; ;95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;12; ;1; ; ; ; ; ; ; ;48;1;5;5; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;493;550;509; ;3;10; ; ;7; ;307;2; ;5;2;3; ;7;7;1; ; ;1;2; ; ;16; ;1;2; ; ; ; ; 
Río Negro;Enmascarado;Estatal;Urbano;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;345; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;7; ;3; ;1; ; ; ; ; ;3; ;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;2021; ;394; ;3;5;2; ; ; ; ;4; ;4;3;5; ;5;5;2; ;3;2;3; ; ;5; ; ;6; ; ; ; ; 
Río Negro;Enmascarado;Privado;Urbano;6; ; ; ; ; ; ; ; ; ; ; ; ;222; ; ; ; ; ; ; ;516; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;564; ;135; ;1;2;2; ; ; ;120;2; ;3;2;3; ;3;3;2; ; ;2;1;1; ; ;1; ; ; ; ; ; ; 
Río Negro;GENERAL ROCA;Estatal;Rural;35; ;120; ; ; ; ; ; ; ; ; ; ;1196; ; ; ; ; ; ; ;266; ; ; ; ; ;86; ; ; ; ; ; ; ; ; ;11; ;6; ; ; ; ; ; ; ;29;1;13;10; ; ; ; ; ; ;1; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4230;1944;2781; ;4;24;5; ;8;126;1849;14; ;23;14;20;1;21;24;4; ;5;4;5; ; ;39;2; ;2; ; ; ; ; 
Río Negro;GENERAL ROCA;Estatal;Urbano;206; ;50;44;26; ; ; ; ; ; ; ; ;3552; ; ; ; ; ; ; ;17713;591; ; ; ; ;46; ;22; ; ; ; ; ; ; ;25; ;9;3;1;1;4;2; ; ;153;1;93;41;5;3;14;11;2;1;35; ;79;15;1;8;6;4;1; ;2; ;40; ;2; ; ; ; ; ;34693;4167;16122;225;52;90;41;8;37;150;3277;58; ;72;58;94; ;95;97;43; ;40;45;114;6;13;288;26;31;101;5;19; ; ;1
Río Negro;GENERAL ROCA;Privado;Urbano;67;114; ;2; ;948; ; ; ; ; ; ; ;3959; ; ; ; ; ; ; ;3621;55;24; ; ; ;214; ;15;5; ; ; ; ; ; ;2;1;2;1; ; ;6;2;1;1;3;3;7; ;1;1;20;8;1;2;1; ;6; ;1;3;2;7;2; ; ; ;10; ; ; ; ; ; ; ;928; ;621;44;17;22;19;7; ; ;219;19; ;28;19;21; ;24;24;15; ;3;21;2;11;9;7;24;50;1;34;13; ; ; 
Río Negro;PICHI MAHUIDA;Estatal;Urbano;14; ;3; ; ; ; ; ; ; ; ; ; ;115; ; ; ; ; ; ; ;734; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ;2; ;3;6; ; ; ; ; ; ;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1580;5;789; ;4;5;1;1;2; ;90;4; ;5;4;4; ;3;5;2; ;2;2;14; ; ;40; ; ;4; ; ; ; ; 
Río Negro;PILCANIYEU;Estatal;Rural;16;13;115; ; ; ; ; ; ; ; ; ; ;41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;615;250;226;99;2;10; ; ;8;15;67;2; ;5;2;10; ;7;12;3; ;1;3; ; ; ;2; ;2;2; ; ; ; ; 
Río Negro;SAN ANTONIO;Estatal;Urbano;27; ;1;1;5; ; ; ; ; ; ; ; ;504; ; ; ; ; ; ; ;1052; ; ; ; ; ;60; ;52; ; ; ; ; ; ; ;1; ;1;1; ; ; ;1; ; ;14;9; ;9;2; ;1;1; ; ;6;1;4;2; ;1; ;2; ; ; ; ; ; ; ; ; ; ; ; ;4661;389;1415; ;7;11;6;1;5;616;891;8; ;8;8;11; ;11;12;6; ;5;6;14; ; ;42;11;3;35; ;1; ; ; 
Río Negro;VALCHETA;Estatal;Rural;10; ;10; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;126;135;92;52; ;7;3; ; ; ; ; ; ;2; ;7; ;3;7;2;1; ;2; ; ; ; ; ; ; ; ; ; ; ; 
Salta;ANTA;Estatal;Rural;50;19;194;5; ; ; ; ; ; ; ; ; ;1050; ; ; ; ; ; ; ;1107; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;132;2902;216;125;3;19;12; ;20;185; ;28;1;4;34;31; ;7;40;15; ;7;21;2; ;5;12; ;56;2; ;3; ; ; 
Salta;ANTA;Estatal;Urbano;34;17;118; ; ; ; ; ; ; ; ; ; ;3873; ; ; ; ; ; ; ;3179; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;11; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2914;3010;3822;124;4;14;5;4;23;96; ;17; ;11;20;16; ;9;20;6; ;5;10;3;1;6;60;19;49; ; ; ; ; ; 
Salta;CACHI;Estatal;Rural;17; ; ;57; ; ; ; ; ; ; ; ; ;197; ; ; ; ; ; ; ;301; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;407;1049;223;86; ;12;7; ; ;117; ;12; ; ;15;11; ;1;14;8; ;2;12; ;1; ;1; ;5;1; ;1; ; ; 
Salta;CAFAYATE;Estatal;Rural;5; ; ; ; ; ; ; ; ; ; ; ; ;105; ; ; ; ; ; ; ;42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;236;315; ; ; ;3; ; ;3;219; ;4; ; ;5;1; ; ;5; ; ; ;3; ; ;1;1; ;2; ; ; ; ; ; 
Salta;CAFAYATE;Estatal;Urbano;10; ; ;1;41; ; ; ; ; ; ; ; ;405; ; ; ; ; ; ; ;715;130; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;897;480; ;2;3;3;3; ; ; ;3; ;2;3;4; ;2;4;3; ;2;4; ; ;1;7;1;3; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Rural;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;130; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;90;428;21;10; ;2;2; ;1;7; ;5; ; ;5;6; ; ;7;2; ;1;3;1; ; ; ; ; ; ; ; ; ; ; 
Salta;CAPITAL;Estatal;Urbano;181; ;11;7;63; ; ; ; ; ; ; ; ;25892;936; ;257; ; ; ; ;33942;1717; ; ; ; ;41; ;1634;208; ; ; ; ;262; ;11;1;1; ; ; ;8;2; ; ;104; ;10;7;2; ;16;1;3; ;95;5;3;7;2;4;1;2; ; ;63; ;2; ; ;1;2;2; ; ;71775;2782;1212;357;13;83;53;10;10;681; ;104;2;94;105;96;1;91;97;46; ;56;46;30;17;16;294;75;94;10;4;19; ; ;3
Salta;CAPITAL;Privado;Urbano;92; ; ; ;16;2471; ; ; ; ; ; ; ;15924; ; ; ; ;110;302; ;14230; ; ; ; ;33;1085; ;743; ; ; ; ; ; ; ;2; ;1; ;2;1;7;10; ;1;16;3;2; ; ;5;21;18;4;1;17;6;8; ;1;4;14;15;2;1;11;1; ;2; ; ; ; ; ; ;5724;213;225;8;10;39;61;16;18;1160;205;47; ;30;47;41; ;27;47;54; ;13;59; ;31;8;10;83;124;2;32;7; ; ;3
Salta;CERRILLOS;Estatal;Rural;10; ;4; ; ; ; ; ; ; ; ; ; ;646; ; ; ; ; ; ; ;232; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ;52; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;322;1556;54; ; ;8;1; ;4;632; ;7; ;2;8;3; ;2;8; ; ;2;1;1; ;1;3; ;3; ; ; ; ; ; 
Salta;CERRILLOS;Estatal;Urbano;9; ; ; ; ; ; ; ; ; ; ; ; ;1850; ; ; ; ; ; ; ;1893; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;10; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3681;265;611; ; ;5;3; ;1; ; ;6; ;6;6;5; ;5;5;3; ;3;3;2;1;1;20;8; ;2; ;3; ; ; 
Salta;CHICOANA;Estatal;Rural;16; ; ; ; ;2; ; ; ; ; ; ; ;278; ; ; ; ; ; ; ;151; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;581;1013;312;139; ;10;5; ;6;516; ;6; ; ;14;2; ; ;14;3; ;1;10; ; ; ;7; ;7;2;1;2; ; ; 
Salta;CHICOANA;Estatal;Urbano;10; ; ; ; ; ; ; ; ; ; ; ; ;567; ; ; ; ; ; ; ;1932; ; ; ; ; ; ; ;93; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2536;465;109; ;1;4;3; ; ; ; ;5; ;5;5;4; ;4;4;3; ;3;3;1; ; ;21; ;1; ;1;3; ; ; 
Salta;Enmascarado;Estatal;Urbano;14; ;212; ;21; ; ; ; ; ; ; ; ;319; ; ; ; ; ; ; ;1305; ; ; ; ; ; ; ;57; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;548;1624;301;72; ;5;3;1;1;18; ;5; ;5;5;4; ;4;5;4; ;4;5; ;1; ;1;4; ; ; ; ; ; ; 
Salta;Enmascarado;Privado;Rural;4; ; ; ; ;48; ; ; ; ; ; ; ;319; ; ; ; ; ; ; ;263; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;323;479;156;48; ;1;2; ; ;191; ;3; ; ;4;1; ; ;2; ; ;1;1; ; ; ; ;2; ; ; ; ; ; ; 
Salta;Enmascarado;Privado;Urbano;20; ; ;4; ;195; ; ; ; ; ; ; ;1899; ; ; ; ; ; ; ;1987;53; ; ; ; ;85; ;85; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2;2; ; ;2; ; ; ; ; ;1;2; ; ;1; ; ; ; ; ; ; ; ; ;923;413;578;65;1;6;11;1; ; ; ;8; ;7;8;9; ;7;9;8; ;3;10; ; ; ; ;9; ; ; ;1; ; ; 
Salta;GENERAL GUEMES;Estatal;Rural;18; ; ; ; ; ; ; ; ; ; ; ; ;428; ; ; ; ; ; ; ;229; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ;7; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;87;982;108;34; ;7;3; ;1;28; ;11; ;2;12;11; ;2;13;7; ;4;9; ; ; ;6; ;1;1; ; ; ; ; 
Salta;GENERAL GUEMES;Estatal;Urbano;22; ; ; ; ;14; ; ; ; ; ; ; ;3481; ; ; ; ; ; ; ;5388; ; ; ; ; ; ; ;175; ; ; ; ; ; ; ;6; ; ; ; ; ;1; ; ; ;34;1; ; ; ; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;798;521;5232; ;1;8;8;1; ; ; ;12; ;10;12;10; ;8;9;6; ;8;6;17;5;4;15;4;16;1; ;5; ; ; 
Salta;GENERAL JOSE DE SAN MARTIN;Estatal;Rural;60;852;3262;559; ; ; ; ; ; ; ; ; ;1728; ; ; ; ;29;15; ;1307; ; ; ; ;19; ; ; ; ; ; ; ; ; ; ;16; ; ; ; ; ; ; ; ; ;44; ; ; ;1; ; ; ; ;2;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1480;6162;1425;226;1;26;7; ;53;1163; ;41; ;13;47;35; ;12;50;10; ;10;19;2; ;5;21;2;27;2; ;7; ; ; 
Salta;GENERAL JOSE DE SAN MARTIN;Estatal;Urbano;75;736;3263;924;57; ; ; ; ; ; ; ; ;9638; ; ; ; ; ; ; ;10470; ; ; ; ; ; ; ;216; ; ; ; ; ; ; ;4; ; ;1; ; ; ; ; ; ;47; ; ;1; ; ; ; ; ;1;10; ; ; ;2; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ;11341;12310;4061;87;2;33;15;5;65;1873; ;44;1;34;46;45; ;32;52;19; ;18;21;12;1;12;86;3;85;8; ;8; ; ;1
Salta;GENERAL JOSE DE SAN MARTIN;Privado;Urbano;13; ;130;44; ;76; ; ; ; ; ; ; ;1995; ; ; ; ; ; ; ;1976; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;376; ; ; ;2;3;9;1; ; ; ;6; ;7;6;5; ;6;5;8; ;4;8; ;1;1; ;4;18; ;10;4; ; ; 
Salta;GUACHIPAS;Estatal;Rural;9; ;3; ; ; ; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;135;172;130;95; ;6;3; ; ;83; ; ; ; ;5;2; ; ;9; ; ; ;6; ;1;1;1; ;2; ; ; ; ; ; 
Salta;IRUYA;Estatal;Rural;35;285;1179;503; ; ; ; ; ; ; ; ; ;445; ; ; ; ; ; ; ;521; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;358;1906;342;277;1;15;9; ;1;295; ;15; ;4;24;18; ;5;30;14; ;5;25; ; ; ;7; ;6; ; ;1; ; ; 
Salta;LA CALDERA;Estatal;Rural;6;1;22; ; ; ; ; ; ; ; ; ; ;41; ; ; ; ; ; ; ;22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;112;154;64;61;2;4;2; ; ;78; ;2; ; ;4;1; ; ;5; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ; 
Salta;LA CALDERA;Estatal;Urbano;7; ; ; ; ; ; ; ; ; ; ; ; ;509; ; ; ; ; ; ; ;804; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;2;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;109;959;354; ;1;2;2; ; ; ; ;5; ;3;5;3; ;2;3;2; ;1;2; ;1; ;3;1; ; ; ; ; ; ; 
Salta;LA CANDELARIA;Estatal;Rural;7; ; ; ; ; ; ; ; ; ; ; ; ;21; ; ; ; ; ; ; ;187; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;111;716;140;54; ;3;2; ;1;21; ;4; ;1;5;3; ;1;5; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; 
Salta;LA POMA;Estatal;Rural;10;36;153;62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;124; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;363;486;299;117; ;5;5; ; ;214; ;5; ; ;8;2; ; ;8;1; ;2;7; ; ;1; ; ; ; ; ; ; ; ; 
Salta;LA VIÑA;Estatal;Rural;7;1; ; ; ; ; ; ; ; ; ; ; ;266; ; ; ; ; ; ; ;278; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;17;166;464;17; ;5;2; ; ;11; ;5; ;1;6;5; ;1;6;4; ; ;5; ; ;1;11; ;2; ; ; ; ; ; 
Salta;LA VIÑA;Estatal;Urbano;5; ;6; ; ; ; ; ; ; ; ; ; ;422; ; ; ; ; ; ; ;302; ; ; ; ; ; ; ;18; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;932;34; ; ; ;2;1; ; ; ; ;3; ;1;3;3; ;1;3;3; ; ;3; ; ; ;2;1; ; ; ; ; ; ; 
Salta;LOS ANDES;Estatal;Rural;6;32;156;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;187;235;226;47; ;2;3; ; ;113; ;3; ; ;5;1; ; ;5;1; ;1;5; ; ; ;4; ;1; ; ; ; ; ; 
Salta;LOS ANDES;Estatal;Urbano;6;37;338; ;10; ; ; ; ; ; ; ; ;216; ; ; ; ; ; ; ;415;65; ; ; ; ; ; ;11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;120;994;580;120; ;3;1;1;7;240; ;3; ;3;3;2; ;2;3;1; ;1;1;1; ; ; ; ; ; ; ; ; ; ; 
Salta;METAN;Estatal;Rural;24; ; ; ; ; ; ; ; ; ; ; ; ;131; ; ; ; ; ; ; ;371; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;453;1181;336;60; ;9;4; ;1;138; ;15; ;1;17;17; ;3;20;11; ;3;14;1; ; ;2; ;4; ; ; ; ; ; 
Salta;METAN;Estatal;Urbano;18;63; ;8; ; ; ; ; ; ; ; ; ;2893; ; ; ; ; ; ; ;2887;65; ; ; ; ; ; ;130; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ;2; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;764;1318;1748;46; ;8;4;2;4;51; ;8; ;10;8;8; ;7;8;6; ;6;6;6; ; ;30; ;14;2; ;7; ; ; 
Salta;METAN;Privado;Urbano;6; ; ; ; ; ; ; ; ; ; ; ; ;458; ; ; ; ; ;17; ;396; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3;1; ; ; ;1; ;2;1;2; ;3;2;2; ;1;2; ; ; ; ;3; ; ; ; ; ; ; 
