provincia;departamento;sector;ambito;Localizacion;PoblaciónIndigenaInicial;PoblaciónIndigenaPrimaria;PoblaciónIndigenaSecundaria;PoblaciónIndigenaSNU;IdiomasInicialInglés;IdiomasInicialFrancés;IdiomasInicialPortugués;IdiomasInicialItaliano;IdiomasInicialAlemán;IdiomasInicialOtro;IdiomasInicialMásdeunIdioma;IdiomasInicialHebreo;IdiomasInicialLenguaindígena;IdiomasPrimariaInglés;IdiomasPrimariaFrancés;IdiomasPrimariaPortugués;IdiomasPrimariaItaliano;IdiomasPrimariaAlemán;IdiomasPrimariaOtro;IdiomasPrimariaMásdeunIdioma;IdiomasPrimariaHebreo;IdiomasPrimariaLenguaindígena;IdiomasSecundariaInglés;IdiomasSecundariaFrancés;IdiomasSecundariaPortugués;IdiomasSecundariaItaliano;IdiomasSecundariaAlemán;IdiomasSecundariaOtro;IdiomasSecundariaMásdeunIdioma;IdiomasSecundariaHebreo;IdiomasSecundariaLenguaindígena;IdiomasSNUInglés;IdiomasSNUFrancés;IdiomasSNUPortugués;IdiomasSNUItaliano;IdiomasSNUAlemán;IdiomasSNUOtro;IdiomasSNUMásdeunIdioma;IdiomasSNUHebreo;IdiomasSNULenguaindígena;BoliviaInicial;BrasilInicial;ChileInicial;ColombiaInicial;EcuadorInicial;ParaguayInicial;PerúInicial;UruguayInicial;VenezuelaInicial;OtrospaísesdeAméricaInicial;EuropaInicial;AsiaInicial;OtrosInicial;BoliviaPrimaria;BrasilPrimaria;ChilePrimaria;ColombiaPrimaria;EcuadorPrimaria;ParaguayPrimaria;PerúPrimaria;UruguayPrimaria;VenezuelaPrimaria;OtrospaísesdeAméricaPrimaria;EuropaPrimaria;AsiaPrimaria;OtrosPrimaria;BoliviaSecundaria;BrasilSecundaria;ChileSecundaria;ColombiaSecundaria;EcuadorSecundaria;ParaguaySecundaria;PerúSecundaria;UruguaySecundaria;VenezuelaSecundaria;OtrospaísesdeAméricaSecundaria;EuropaSecundaria;AsiaSecundaria;OtrosSecundaria;BoliviaSNU;BrasilSNU;ChileSNU;ColombiaSNU;EcuadorSNU;ParaguaySNU;PerúSNU;UruguaySNU;VenezuelaSNU;OtrospaísesdeAméricaSNU;EuropaSNU;AsiaSNU;OtrosSNU;BeneficiariosdealimentacióngrauitaCopadeleche;BeneficiariosdealimentacióngrauitaAlmuerzo;BeneficiariosdealimentacióngrauitaRefrigerio;BeneficiariosdealimentacióngrauitaCena;TenenciadecomputadoraInicial;TenenciadecomputadoraPrimaria;TenenciadecomputadoraSecundaria;TenenciadecomputadoraSNU;Alumnosquenuncaasistieronasalade5años;AlumnosconPromociónasistidaacompañadaPrimaria;AlumnosconPromociónasistidaacompañadaSecundaria;AlumnosenjornadacompletaPrimaria;AlumnosenjornadaextendidaPrimaria;TurnoMañanaInicial;TurnoIntermedioInicial;TurnoTardeInicial;TurnoDobleInicial;TurnoMañanaPrimaria;TurnoIntermedioPrimaria;TurnoTardePrimaria;TurnoDoblePrimaria;TurnoMañanaSecundaria;TurnoIntermedioSecundaria;TurnoTardeSecundaria;TurnoDobleSecundaria;DiscapacidadConseguimientodocenteestatalInicial;DiscapacidadConseguimientodocenteprivadoInicial;DiscapacidadSinseguimientodocenteInicial;DiscapacidadConseguimientodocenteestatalPrimaria;DiscapacidadConseguimientodocenteprivadoPrimaria;DiscapacidadSinseguimientodocentePrimaria;DiscapacidadConseguimientodocenteestatalSecundaria;DiscapacidadConseguimientodocenteprivadoSecundaria;DiscapacidadSinseguimientodocenteSecundaria;DiscapacidadConseguimientodocenteestatalSNU;DiscapacidadConseguimientodocenteprivadoSNU;DiscapacidadSinseguimientodocenteSNU
Buenos Aires;GENERAL VILLEGAS;Estatal;Rural;49; ; ; ; ; ; ; ; ; ; ; ; ; ;555; ; ; ; ; ; ; ; ;692; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1628;283;147;68;12;20;7; ; ;3; ;46; ;6; ;12;5;7; ;19;7;4;1;4;4;20;2; ;14; ;4;1; ;1; ; ; 
Buenos Aires;GENERAL VILLEGAS;Estatal;Urbano;25; ; ; ; ; ; ; ; ; ; ; ; ; ;1029; ; ; ; ; ; ; ; ;1493; ; ; ; ; ; ; ; ;37; ; ; ; ; ; ; ; ;4; ; ; ; ;1; ; ; ; ; ; ; ;11; ; ; ; ;5;2; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2278;636;20;28;8;7;5;1; ;0; ;131; ;5; ;12;5;5; ;6;6;5; ;5;4;8;1;1;20;1;1;2; ; ;1; ;1
Buenos Aires;GUAMINI;Estatal;Rural;26; ; ; ; ; ; ; ; ; ; ; ; ; ;246; ; ; ; ; ; ; ; ;333; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ; ; ; ; ; ; ; ; ;5; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;825;112;72;31;5;11;3; ; ;1; ;41; ;6; ;4;3;9; ;5;5;2; ;1;3;1; ; ;5; ; ;3; ; ; ; ; 
Buenos Aires;GUAMINI;Estatal;Urbano;14;3; ; ; ; ; ; ; ; ; ; ; ; ;381; ; ; ; ; ; ; ; ;622; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1322; ; ; ;4;4;3;1;1;0; ; ; ;4; ;3;2;4; ;4;4;3; ;3;3;6;1; ;6; ; ;10; ; ; ; ; 
Buenos Aires;HIPOLITO YRIGOYEN;Estatal;Rural;10; ; ; ; ; ; ; ; ; ; ; ; ; ;25; ; ; ; ; ; ; ; ;97; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;73;25;52; ;1;1;3; ; ;1; ; ; ; ; ;1; ; ; ;6; ;3; ; ;3; ; ; ;2; ; ; ; ;1; ; ; 
Buenos Aires;HIPOLITO YRIGOYEN;Estatal;Urbano;9;3; ; ; ; ; ; ; ; ; ; ; ; ;313; ; ; ; ; ; ; ; ;553; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1136;27;80; ;2;3;3; ;2;4; ; ; ;2; ;3;2;3; ;3;3;3; ;1;3;6; ; ;7; ; ;1; ; ; ; ; 
Buenos Aires;HURLINGHAM;Estatal;Urbano;84; ;1; ; ; ; ; ; ; ; ; ; ; ;5003; ; ; ; ; ; ; ; ;8130; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;14;1;1; ; ;3;2; ; ;7;3; ; ;40;2;2; ; ;118;9;3; ;13;8; ;2;16; ;3; ; ;90;14;3; ;6;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;15661;2821;3564; ;19;27;24; ;32;47; ;143; ;23; ;23;25;29; ;29;30;27; ;27;26;12;14;5;50;14;7;17;4;12; ; ; 
Buenos Aires;HURLINGHAM;Privado;Urbano;56; ; ; ; ;1155; ; ; ;146; ; ; ; ;4295; ; ; ; ; ;419; ; ;4584; ; ; ; ; ;1062; ; ;156; ; ;12; ; ; ; ; ; ; ; ; ; ;10;1; ; ;1;7; ; ;9;1;2; ; ;87;1;1; ;6;15;2;2;3;1; ; ; ;51;3;2; ;4;6;2; ;16; ; ; ; ;21;9;3; ; ; ; ; ;211;211;211; ;15;13;17;4;13;2; ;455;230;19;1;16;20;12; ;9;14;13;1;9;16;1;17;10;2;13;5;12;9;5; ; ; 
Buenos Aires;ITUZAINGO;Estatal;Urbano;71; ; ; ; ;1; ; ; ; ;1; ; ; ;4189; ; ; ; ; ; ; ; ;7614; ; ; ; ; ; ; ; ;176; ; ; ; ; ; ; ; ;5;1;1; ; ;6; ;1; ; ;9; ; ;17;1;3; ; ;44;10;3; ;8;8; ; ;23; ;1; ; ;57;9;6; ;5;2; ; ;2; ;2; ; ; ;2;2; ; ;1; ; ;12763;2182;2351; ;19;16;22;2;115;8; ; ; ;21; ;21;23;21; ;20;21;24;1;23;24;40;14;2;60;13;12;8;2;3; ; ;2
Buenos Aires;ITUZAINGO;Privado;Urbano;70; ; ; ; ;863; ; ;49; ; ; ; ; ;5875; ; ; ; ; ;151; ; ;5942; ; ; ; ; ;81; ; ;82; ; ; ; ; ; ; ; ;2; ; ; ; ;1;1; ; ;1;4; ; ;2;1;1; ; ;3;1;4; ;18;14;1; ;2;3; ; ; ;6;1; ; ;5;5;1;1; ; ; ; ; ;1; ; ; ; ; ; ; ;110;110; ; ;20;21;25;3; ;1; ;340; ;24;1;13;25;20; ;12;22;23; ;6;23;7;12;2;33;25;2;7;9;9; ; ; 
Buenos Aires;JOSE C. PAZ;Estatal;Urbano;105; ;13;2; ; ; ; ; ; ; ; ; ; ;11200; ; ; ; ; ; ; ; ;18950; ; ; ; ; ; ; ; ;440; ; ; ; ; ; ; ; ;1; ; ; ; ;44;2; ; ; ; ; ; ;20;2;5; ; ;592;32;6; ;10;2; ; ;25;4;2; ; ;459;26;10; ;6; ; ; ;4;1; ; ; ;16;10;2; ;1; ;2; ;21959;12748;9301; ;11;26;32;2;827;28; ;451; ;21; ;21;21;37;1;36;39;42;1;39;42;13;2;14;64;3;15;51; ;10; ; ;4
Buenos Aires;JOSE C. PAZ;Privado;Urbano;62; ; ; ; ;1148; ; ;270; ; ; ; ; ;7783; ; ; ; ; ;618; ; ;4971; ; ; ; ; ;493; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ;1;4; ; ; ;1;2; ; ;45;7;3; ;12;3;2;1;1;2; ; ; ;33;4;4; ;6;3;6;1;2; ; ; ; ;6;1; ; ;1; ; ; ;94; ; ; ;14;18;15;3;1;1; ; ; ;23; ;24;23;20; ;21;20;17; ;12;17;9;20;11;33;25;2;3;5;3; ; ; 
Buenos Aires;JUNIN;Estatal;Rural;27; ; ; ; ; ; ; ; ; ; ; ; ; ;361; ; ; ; ; ; ; ; ;369; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;818;405;99; ;3;8;5; ;2;8; ;84; ;1; ;4;1;8; ;7;9;3; ;3;3;4; ; ;28;1;4;12; ; ; ; ; 
Buenos Aires;JUNIN;Estatal;Urbano;73;1; ; ;1; ; ; ; ; ; ; ; ; ;2750; ; ; ; ; ; ; ; ;5332; ; ; ; ; ; ; ; ;209;2; ;29;7;39;24; ; ;2; ; ; ; ; ; ; ; ; ;1; ; ;2; ;2; ; ;2;1;1; ;6;7;1; ;1; ;4; ; ;1; ; ; ;1;2; ; ;1; ; ; ; ; ;1; ; ; ;2; ; ;6701;1766;221; ;15;14;19;6;2;0; ;145; ;18; ;21;18;16; ;17;17;20;1;9;20;28;1; ;146; ;2;65; ;2; ; ;2
Buenos Aires;JUNIN;Privado;Urbano;26; ; ; ; ;452; ; ; ; ; ; ; ; ;2370; ; ; ; ; ; ; ; ;2117; ; ; ; ; ; ; ; ;160; ; ; ; ; ;51; ; ; ; ; ; ; ; ; ;1; ;1;1;2; ; ; ; ; ; ;1; ;1; ;6;9;1; ; ;1; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;121;22; ; ;7;6;7;2; ;2; ; ; ;8; ;9;8;8; ;5;8;6; ;3;6;10; ; ;20;4; ;14; ; ; ; ; 
Buenos Aires;LA COSTA;Estatal;Urbano;49;227;2; ; ; ; ; ; ; ; ; ; ; ;3358; ; ; ; ; ; ; ; ;6019; ;18; ; ; ; ; ; ;97; ; ; ; ; ; ; ; ;11; ; ; ; ;13; ; ; ;1;7; ; ;98;4;4; ; ;89;3;1; ;7;12; ; ;64;1; ; ; ;65; ;5; ;1;3;1;2;18; ; ; ; ;2; ;2; ; ; ; ; ;12108;2248;140; ;16;14;14;2;23;13; ; ; ;15; ;17;15;15; ;14;15;15; ;13;13;26; ;5;91; ;4;44; ; ; ; ; 
Buenos Aires;LA COSTA;Privado;Urbano;18; ; ; ; ;196; ; ;61; ; ; ; ; ;1170; ; ;63; ; ;420; ; ;1531; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ;2; ; ; ;3; ; ; ;6;11; ; ; ;1;1; ; ;1; ; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;126; ; ; ;6;8;5;1; ;5; ; ; ;1; ;7;1;4; ;8;4;5; ;1;5;5; ;1;12;1;3;10; ; ; ; ; 
Buenos Aires;LA MATANZA;Estatal;Urbano;573;110;279;7; ; ; ; ; ; ; ; ; ; ;48499; ; ; ; ; ;198; ; ;89678; ; ; ; ; ; ; ; ;150; ; ; ; ; ; ; ; ;477;3;7; ; ;298;72;4; ;11;12;1;2;2960;26;18; ; ;2833;251;62; ;58;32;2;10;2169;15;13; ; ;2142;154;62; ;24;14;3;16;12; ; ; ; ;13;2;2; ; ;1; ; ;141878;49568;20974; ;94;151;161;4;2054;35; ;1508; ;134;1;135;139;191;6;193;197;210;1;201;206;478;52;78;491;58;37;234;34;22; ; ; 
Buenos Aires;LA MATANZA;Privado;Urbano;368;1; ; ; ;11852; ; ; ; ; ; ; ; ;42511; ; ; ; ; ;1641; ; ;34808; ; ; ; ; ;2146; ; ;163; ;38; ; ; ; ; ; ;59;1;1; ; ;35;8; ; ;14;21;1;1;601;7;8; ; ;203;86;5; ;75;74;3;9;178;8;14; ; ;230;92;38; ;18;10;5;1;23;1;3; ; ;35; ;4; ; ;1; ; ;1028;652;194; ;94;90;124;10;14;467; ;691;286;131; ;142;131;103;1;103;103;125; ;65;124;14;75;23;27;118;11;29;47;41; ; ; 
Buenos Aires;LA PLATA;Estatal;Rural;6; ; ; ; ; ; ; ; ; ; ; ; ; ;144; ; ; ; ; ; ; ; ;45; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3; ; ; ; ;1; ; ; ; ; ; ; ;51; ; ; ; ;4;4; ; ; ; ; ; ;11; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;199;166;45; ;1;2; ; ;2;0; ; ; ;2; ; ;2;3; ;1;3;1; ;1;1; ; ; ;1;1; ; ; ; ; ; ; 
Buenos Aires;LA PLATA;Estatal;Urbano;331;178;209;52; ; ; ;2; ; ;5; ; ; ;21467; ; ; ; ; ; ; ; ;27744; ; ; ; ; ;883; ; ;388; ; ; ; ; ; ; ; ;203;5;14; ; ;167;57; ; ;7;12; ; ;1288;12;8; ; ;1243;257;27; ;41;28; ;3;611;7;3; ; ;750;288;6; ;23;8;1;4;17;3;7; ; ;13;31;2; ;2;5; ; ;36609;21133;4388; ;64;66;77;11;304;50; ;1314; ;96; ;94;95;82;1;86;88;95;1;83;93;163;13;21;370;60;24;95;5;16;13; ;1
Buenos Aires;LA PLATA;Privado;Urbano;264;12; ; ; ;4433; ; ;258; ; ; ; ; ;20413; ; ;561; ;63;187; ; ;17692; ; ; ; ; ;1678; ; ;1337;196;12;102; ; ;154; ; ;5;1; ; ; ;10;7;3; ;8;18;4; ;10;13;2; ; ;24;21;2; ;29;55;2;3;17;6;5; ; ;31;54;1; ;16;20;3;1;44;6;8; ; ;59;153;3; ;13;3;1; ;760; ;205; ;55;65;66;26; ;535; ;2568;1644;78; ;84;78;56; ;57;56;72; ;15;70;60;34;417;75;51;5;35;19;6; ;1;1
Buenos Aires;LANUS;Estatal;Urbano;212; ;4; ; ; ; ; ; ; ; ; ; ; ;12303; ; ; ; ; ; ; ; ;22003; ; ; ; ; ;305; ; ;222; ;21; ; ; ; ; ; ;24;2;1; ; ;57;28;1; ;10;15;2; ;84;7;4; ; ;480;91;22; ;36;22;3;1;86;5;11; ; ;434;82;22; ;45;8;1;3;1; ;1; ; ;2;1;1; ; ; ; ; ;36967;5622;3755; ;45;43;61;1;293;13; ; ; ;58; ;57;59;68;1;68;68;79; ;78;79;80;13;46;259;47;13;133;12;10; ; ; 
Buenos Aires;LANUS;Privado;Urbano;156; ; ; ; ;4187; ; ; ;120;15;16; ; ;12781; ; ; ; ; ;701; ; ;11570; ; ; ; ; ;606; ; ;169; ; ; ; ; ; ; ; ; ;2;1; ; ;7;2; ; ;4;3;2; ;13;5;8; ; ;27;10;3; ;26;24;2;1;7;1;4; ; ;23;8;4; ;11;8;2;1;8; ; ; ; ;9;6;1; ; ; ; ; ;246;50;365; ;44;38;43;5;2;25; ;847; ;49;1;55;49;37; ;33;40;44; ;17;41;32;38;9;53;69;7;24;9;2; ; ; 
Buenos Aires;LAPRIDA;Estatal;Rural;15; ; ; ; ; ; ; ; ; ; ; ; ; ;34; ; ; ; ; ; ; ; ;51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;154;37; ; ;2;4;1; ; ;0; ; ; ;1; ;3;1;3; ;7;2;1; ; ;1; ; ; ;2; ; ;2; ; ; ; ; 
Buenos Aires;LAPRIDA;Estatal;Urbano;19; ; ; ; ; ; ; ; ; ; ; ; ; ;324; ; ; ; ; ; ; ; ;939; ; ; ; ; ; ; ; ;52; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;2; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;869;109;146;19;4;5;3;1; ;0; ; ; ;5; ;6;4;3; ;6;3;3; ;1;2;7; ; ;8; ; ;6; ; ; ; ; 
Buenos Aires;LAS FLORES;Estatal;Rural;37; ; ; ; ; ; ; ; ; ; ; ; ; ;64; ; ; ; ; ; ; ; ;175; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;374;183;139;27;1;9;2; ;9;4; ; ; ; ; ;5; ;7; ;22;6;3; ; ;3; ; ; ;5; ; ; ; ; ; ; ; 
Buenos Aires;LAS FLORES;Estatal;Urbano;23; ; ; ; ; ; ; ; ; ; ; ; ; ;1064; ; ; ; ; ; ; ; ;1345; ; ; ; ; ; ; ; ;51; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ;1;3; ; ;2; ; ;1; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1269;675; ; ;5;9;5;1; ;6; ;299; ;5; ;7;5;7; ;6;9;5; ;2;5;7;2; ;30; ; ;1; ; ; ; ; 
Buenos Aires;LAS FLORES;Privado;Urbano;5; ; ; ; ;70; ; ; ; ; ; ; ; ;451; ; ; ; ; ;159; ; ;343; ; ; ; ; ;128; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ;0; ; ; ;1; ;1;1;2; ;1;2;2; ; ;1;2;1;1;3; ; ;2;3; ; ; ; 
Buenos Aires;LEANDRO N. ALEM;Estatal;Rural;16; ; ; ; ; ; ; ; ; ; ; ; ; ;90; ; ; ; ; ; ; ; ;67; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;363;82; ; ;1;6;1; ;1;21; ;82; ;2; ;2;1;3; ;5;3;2; ; ;2;1; ; ;11; ; ; ; ; ; ; ; 
Buenos Aires;LEANDRO N. ALEM;Estatal;Urbano;19; ; ; ; ; ; ; ; ; ; ; ; ; ;879; ; ; ; ; ; ; ; ;1151; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2153;104;91; ;6;5;4;1; ;0; ;394; ;5; ;7;5;4; ;3;6;4; ;3;4;11; ; ;10;1; ;11; ;3; ; ; 
Buenos Aires;LEZAMA;Estatal;Rural;10; ; ; ; ; ; ; ; ; ; ; ; ; ;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;54; ; ; ; ;3; ; ;5;2; ; ; ; ; ;1; ;4; ;5;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
Buenos Aires;LINCOLN;Estatal;Rural;55;7; ; ; ; ; ; ; ; ; ; ; ; ;603; ; ; ; ; ; ; ; ;558; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ;1; ; ; ; ;2; ; ;1; ; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1402;475;129;7;6;23;5; ;3;0; ;285; ;9; ;11;3;7; ;26;8;3; ;2;3;3; ; ;40; ; ;14; ; ; ; ; 
Buenos Aires;LINCOLN;Estatal;Urbano;26; ; ; ; ; ; ; ; ; ; ; ; ; ;1045; ; ; ; ; ; ; ; ;1764; ; ; ; ; ; ; ; ;221; ;18; ; ; ; ; ; ;2; ; ; ; ;3; ; ; ; ;1; ; ; ; ; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2553;388;165;25;7;7;6;3;3;4; ; ; ;8; ;8;6;5; ;7;5;6; ;2;6;17;3; ;20; ; ;19; ; ;2; ; 
Buenos Aires;LINCOLN;Privado;Urbano;15; ; ; ; ;343; ; ; ; ; ; ; ; ;1166; ; ; ; ; ; ; ; ;961; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2; ; ;1; ;2; ; ;2; ; ; ;3;1; ; ; ; ; ; ; ;1;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;247; ; ; ;2;5;6;1; ;10; ; ; ;4; ;2;4;5; ;2;5;4; ;4;3;1;2; ;7;6; ;8;2;4; ; ;1
Buenos Aires;LOBERIA;Estatal;Rural;37; ; ; ; ; ; ; ; ; ; ; ; ; ;166; ; ; ; ; ; ; ; ;496; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;3; ; ; ;1;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;767;649;232;102;4;13;4; ;2;0; ;158; ;3;2;4;3;13; ;8;16;3;1;1;3;1; ; ;1; ; ;5; ;1; ; ; 
Buenos Aires;LOBERIA;Estatal;Urbano;19; ; ; ; ; ; ; ; ; ; ; ; ; ;775; ; ; ; ; ; ; ; ;969; ; ; ; ; ; ; ; ;72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;903;417; ; ;6;6;3;1; ;6; ;121; ;5; ;6;5;3; ;4;5;3; ;2;3;6; ; ;15; ; ;2; ; ; ; ;2
Buenos Aires;LOBOS;Estatal;Rural;35; ;26; ; ; ; ; ; ; ; ; ; ; ;276; ; ; ; ; ; ; ; ;413; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;22; ; ; ; ;9;1; ; ; ;2; ; ;2;1; ; ; ;7; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1139;412;155;108;5;18;5; ;4;47; ;47; ;5; ;3;5;14; ;7;15;2; ;3;2; ; ; ;6;1; ; ; ; ; ; ; 
Buenos Aires;LOBOS;Estatal;Urbano;38;14; ; ; ; ; ; ; ; ; ; ; ; ;1527; ; ; ; ; ; ; ; ;1536; ; ; ; ; ; ; ; ;237; ; ;20; ; ; ; ; ;5; ; ; ; ; ; ;1; ;1; ; ; ;15;2; ; ; ;10; ; ; ; ; ; ; ;18; ; ; ; ;3; ;1; ;2; ; ; ; ;1; ; ; ;1; ; ; ; ; ; ; ;2590;983;48; ;7;8;7;2;11;2; ;31; ;17; ;10;16;8; ;8;8;6; ;6;6;12; ; ;18; ; ;3; ;1; ; ; 
Buenos Aires;LOBOS;Privado;Urbano;7; ; ; ; ;68; ; ; ; ; ; ; ; ;767; ; ; ; ; ; ; ; ;803; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;3;2; ; ;2; ; ; ;2; ;2;2;3; ;2;3;2; ;1;1;3;1; ;5;1;1;1; ;1; ; ; 
Buenos Aires;LOMAS DE ZAMORA;Estatal;Urbano;285;1;120;489; ; ; ; ; ; ; ; ; ; ;20066; ; ; ; ; ; ; ; ;37074; ; ; ; ; ;30; ; ;327; ;40; ; ; ;333; ; ;94;4; ; ; ;70;12;3; ;8;15; ; ;1158;4;6; ; ;1401;163;20; ;45;28;3;7;855;9;13; ; ;1156;175;13; ;20;2; ;6;11;9;1; ; ;19;1;1; ;1;1; ; ;54643;25476;6624; ;33;82;100;8;833;23; ;527;881;61;1;61;61;93;1;92;95;113;1;107;108;80;148;53;324;47;22;142;17;19; ; ;1
Buenos Aires;LOMAS DE ZAMORA;Privado;Urbano;251; ; ; ; ;5922; ; ; ;99; ;124; ; ;23147; ; ; ;162; ;1012; ; ;19499; ; ; ; ; ;1371; ; ;178; ;38; ; ; ; ; ; ;5;1; ; ; ;10;6;2; ;10;32;3;1;116;6;6; ; ;150;62;10; ;52;40;4;1;57;7;4; ; ;120;25;8; ;13;5;4;1;11;2;6; ; ;23;5;4; ;4; ;1; ;1433;336;94; ;61;66;78;14; ;5; ;2692;1179;78; ;77;81;63;1;52;69;74; ;31;78;11;182;19;55;95;13;43;29;9; ; ;4
